probe,variant,l1_init,topology,fusion,architecture_case,seed,layer,state,support,aggregation,feature_dim,selected_C,selected_val_balanced_accuracy,candidate_validation_json,train_accuracy,train_balanced_accuracy,train_macro_f1,val_accuracy,val_balanced_accuracy,val_macro_f1,test_accuracy,test_balanced_accuracy,test_macro_f1
l1__pre_reset__valid__whole_mean,original,dynamics_only,ff,off,A,11,l1,pre_reset,valid,whole_mean,128,10.0,0.5130390442890442,"[{""C"": 0.001, ""val_balanced_accuracy"": 0.32060439560439563}, {""C"": 0.01, ""val_balanced_accuracy"": 0.37040182040182046}, {""C"": 0.1, ""val_balanced_accuracy"": 0.4751082251082251}, {""C"": 1.0, ""val_balanced_accuracy"": 0.5075445387945386}, {""C"": 10.0, ""val_balanced_accuracy"": 0.5130390442890442}]",1.0,1.0,1.0,0.5207100591715976,0.5130390442890442,0.5047044786987316,0.4885057471264368,0.4864074854883678,0.4853744442469932
l1__pre_reset__valid__fixed250_ordered_mean,original,dynamics_only,ff,off,A,11,l1,pre_reset,valid,fixed250_ordered_mean,2048,0.1,0.6383349289599289,"[{""C"": 0.001, ""val_balanced_accuracy"": 0.5784430846930847}, {""C"": 0.01, ""val_balanced_accuracy"": 0.6067779442779443}, {""C"": 0.1, ""val_balanced_accuracy"": 0.6383349289599289}, {""C"": 1.0, ""val_balanced_accuracy"": 0.6290837634587635}, {""C"": 10.0, ""val_balanced_accuracy"": 0.6136592574092574}]",1.0,1.0,1.0,0.650887573964497,0.6383349289599289,0.6425996286141215,0.6839080459770115,0.6783616710087298,0.6706545002598214
l1__pre_reset__window__whole_mean,original,dynamics_only,ff,off,A,11,l1,pre_reset,window,whole_mean,128,1.0,0.5497949966699966,"[{""C"": 0.001, ""val_balanced_accuracy"": 0.342567155067155}, {""C"": 0.01, ""val_balanced_accuracy"": 0.44403582528582525}, {""C"": 0.1, ""val_balanced_accuracy"": 0.5491976773226773}, {""C"": 1.0, ""val_balanced_accuracy"": 0.5497949966699966}, {""C"": 10.0, ""val_balanced_accuracy"": 0.5203688672438672}]",0.9862745098039216,0.987266113218612,0.9866480250039232,0.5621301775147929,0.5497949966699966,0.5435493425118227,0.5574712643678161,0.5440903663330133,0.5461466204109101
l1__pre_reset__window__fixed250_ordered_mean,original,dynamics_only,ff,off,A,11,l1,pre_reset,window,fixed250_ordered_mean,2048,0.1,0.6216526529026529,"[{""C"": 0.001, ""val_balanced_accuracy"": 0.6000048562548562}, {""C"": 0.01, ""val_balanced_accuracy"": 0.620561383061383}, {""C"": 0.1, ""val_balanced_accuracy"": 0.6216526529026529}, {""C"": 1.0, ""val_balanced_accuracy"": 0.6216030497280497}, {""C"": 10.0, ""val_balanced_accuracy"": 0.5973242035742036}]",1.0,1.0,1.0,0.6331360946745562,0.6216526529026529,0.6237851891589496,0.6724137931034483,0.6592644487865076,0.654703768912051
l1__communication__valid__whole_mean,original,dynamics_only,ff,off,A,11,l1,communication,valid,whole_mean,128,0.1,0.5465211871461871,"[{""C"": 0.001, ""val_balanced_accuracy"": 0.3331539987789988}, {""C"": 0.01, ""val_balanced_accuracy"": 0.49844426406926406}, {""C"": 0.1, ""val_balanced_accuracy"": 0.5465211871461871}, {""C"": 1.0, ""val_balanced_accuracy"": 0.5463702963702963}, {""C"": 10.0, ""val_balanced_accuracy"": 0.5354957542457542}]",0.9176470588235294,0.9150148834382056,0.9185174660860876,0.5502958579881657,0.5465211871461871,0.5333484317355285,0.4712643678160919,0.4678793020704785,0.4427898107760535
l1__communication__valid__fixed250_ordered_mean,original,dynamics_only,ff,off,A,11,l1,communication,valid,fixed250_ordered_mean,2048,0.01,0.6155323842823842,"[{""C"": 0.001, ""val_balanced_accuracy"": 0.5499975718725719}, {""C"": 0.01, ""val_balanced_accuracy"": 0.6155323842823842}, {""C"": 0.1, ""val_balanced_accuracy"": 0.6034559190809191}, {""C"": 1.0, ""val_balanced_accuracy"": 0.6013590576090576}, {""C"": 10.0, ""val_balanced_accuracy"": 0.5897272866022867}]",0.984313725490196,0.9829621047098404,0.9842142666725144,0.6390532544378699,0.6155323842823842,0.6168132072620569,0.6494252873563219,0.6494528143425202,0.6326592412102047
l1__communication__valid__whole_count,original,dynamics_only,ff,off,A,11,l1,communication,valid,whole_count,128,0.1,0.604814282939283,"[{""C"": 0.001, ""val_balanced_accuracy"": 0.33849969474969477}, {""C"": 0.01, ""val_balanced_accuracy"": 0.5674270174270174}, {""C"": 0.1, ""val_balanced_accuracy"": 0.604814282939283}, {""C"": 1.0, ""val_balanced_accuracy"": 0.5599750943500943}, {""C"": 10.0, ""val_balanced_accuracy"": 0.53312833000333}]",0.931372549019608,0.928573057254352,0.9320388024312344,0.6094674556213018,0.604814282939283,0.5910291550651962,0.5057471264367817,0.5021631758764112,0.4757639597980956
l1__communication__valid__fixed250_count,original,dynamics_only,ff,off,A,11,l1,communication,valid,fixed250_count,2048,1.0,0.6205936424686426,"[{""C"": 0.001, ""val_balanced_accuracy"": 0.5580808080808081}, {""C"": 0.01, ""val_balanced_accuracy"": 0.6099404068154068}, {""C"": 0.1, ""val_balanced_accuracy"": 0.6035301504051505}, {""C"": 1.0, ""val_balanced_accuracy"": 0.6205936424686426}, {""C"": 10.0, ""val_balanced_accuracy"": 0.6111423298923299}]",1.0,1.0,1.0,0.6449704142011834,0.6205936424686426,0.6231934247799276,0.6609195402298851,0.6604542312262901,0.653936029713026
l1__communication__window__whole_mean,original,dynamics_only,ff,off,A,11,l1,communication,window,whole_mean,128,0.1,0.5775706931956931,"[{""C"": 0.001, ""val_balanced_accuracy"": 0.3589858058608059}, {""C"": 0.01, ""val_balanced_accuracy"": 0.558960137085137}, {""C"": 0.1, ""val_balanced_accuracy"": 0.5775706931956931}, {""C"": 1.0, ""val_balanced_accuracy"": 0.5331529581529582}, {""C"": 10.0, ""val_balanced_accuracy"": 0.49868083305583305}]",0.9294117647058824,0.9255968667781618,0.9289827497781564,0.5857988165680473,0.5775706931956931,0.567901629767836,0.4827586206896552,0.4781639928698751,0.4555012396311415
l1__communication__window__fixed250_ordered_mean,original,dynamics_only,ff,off,A,11,l1,communication,window,fixed250_ordered_mean,2048,0.1,0.6027118714618714,"[{""C"": 0.001, ""val_balanced_accuracy"": 0.5632891414141413}, {""C"": 0.01, ""val_balanced_accuracy"": 0.5799821706071705}, {""C"": 0.1, ""val_balanced_accuracy"": 0.6027118714618714}, {""C"": 1.0, ""val_balanced_accuracy"": 0.5851409007659006}, {""C"": 10.0, ""val_balanced_accuracy"": 0.5824106449106449}]",1.0,1.0,1.0,0.6272189349112426,0.6027118714618714,0.6063313429681715,0.6494252873563219,0.6509975318798848,0.6372966128114824
l1__communication__window__whole_count,original,dynamics_only,ff,off,A,11,l1,communication,window,whole_count,128,0.1,0.5775706931956931,"[{""C"": 0.001, ""val_balanced_accuracy"": 0.3589858058608059}, {""C"": 0.01, ""val_balanced_accuracy"": 0.558960137085137}, {""C"": 0.1, ""val_balanced_accuracy"": 0.5775706931956931}, {""C"": 1.0, ""val_balanced_accuracy"": 0.5331529581529582}, {""C"": 10.0, ""val_balanced_accuracy"": 0.49868083305583305}]",0.9294117647058824,0.9255968667781618,0.9289827497781564,0.5857988165680473,0.5775706931956931,0.567901629767836,0.4827586206896552,0.4781639928698751,0.4555012396311415
l1__communication__window__fixed250_count,original,dynamics_only,ff,off,A,11,l1,communication,window,fixed250_count,2048,0.1,0.6027118714618714,"[{""C"": 0.001, ""val_balanced_accuracy"": 0.5632891414141413}, {""C"": 0.01, ""val_balanced_accuracy"": 0.5799821706071705}, {""C"": 0.1, ""val_balanced_accuracy"": 0.6027118714618714}, {""C"": 1.0, ""val_balanced_accuracy"": 0.5851409007659006}, {""C"": 10.0, ""val_balanced_accuracy"": 0.5824106449106449}]",1.0,1.0,1.0,0.6272189349112426,0.6027118714618714,0.6063313429681715,0.6494252873563219,0.6509975318798848,0.6372966128114824
