architecture,condition,seed,epoch,train_balanced_accuracy,val_balanced_accuracy,train_task_ce,val_task_ce,train_optim_task_loss,train_optim_raw_reg_loss,train_optim_weighted_reg_loss,train_optim_total_loss,train_sat_loss,train_relative_tail_loss,train_capacity_loss,train_weighted_sat_loss,train_weighted_relative_tail_loss,train_weighted_capacity_loss,regularizer_warmup_scale,gradient_calibration_kappa,train_long_valid_fr_hz,train_long_tail_fr_hz,train_long_tail_valid_ratio,val_long_valid_fr_hz,val_long_tail_fr_hz,val_long_tail_valid_ratio,output_weight_norm_s2,output_weight_norm_s3,output_weight_norm_s4,output_weight_norm_s5,output_weight_norm_s6,output_weight_norm_s7,output_weight_energy_long_fraction
short_mid_long,wc_only,11,1,0.09621079129657562,0.09166666666666667,2.4650048606366997,2.4835445880889893,2.4820008277893066,0.0,0.0,2.4820008277893066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.977325782172785,4.33027491275521,2.1899653318619485,0.3647992776251928,1.251700680272109,3.4312038346691813,0.18703927099704742,0.17228935658931732,0.17461232841014862,0.1761966049671173,0.1667560338973999,0.17117950320243835,0.30763483369417327
short_mid_long,wc_only,11,2,0.09937381291547959,0.08333333333333333,2.46149903894907,2.4863014221191406,2.469809150695801,0.0,0.0,2.469809150695801,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9877640573371391,4.383005707038681,2.204992937094491,0.37724017708215757,1.3643632891753192,3.6166966618674348,0.18757544457912445,0.17274904251098633,0.1746463179588318,0.17632712423801422,0.16747082769870758,0.1726691871881485,0.30975308439139704
short_mid_long,wc_only,11,3,0.1012048907882241,0.08333333333333333,2.4523658920688596,2.485562801361084,2.4568034648895263,0.0,0.0,2.4568034648895263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.198954098865332,4.807750874604756,2.186380733042846,0.3907512614386462,1.3786848072562359,3.5282926590697907,0.1884198635816574,0.17334848642349243,0.17486514151096344,0.17640607059001923,0.16823798418045044,0.1738196760416031,0.31117877463350935
short_mid_long,wc_only,11,4,0.10241156220322888,0.08333333333333333,2.444792781557356,2.4877398014068604,2.4499104499816893,0.0,0.0,2.4499104499816893,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3204107040173163,5.047938262178683,2.17545034309625,0.4740919104890661,1.6743445916378248,3.531687747868543,0.18939517438411713,0.1739932894706726,0.17514899373054504,0.17645753920078278,0.1689969301223755,0.1752268671989441,0.31282792451648517
short_mid_long,wc_only,11,5,0.10708933594939885,0.08333333333333333,2.4364198464739957,2.4879820346832275,2.4368659973144533,0.0,0.0,2.4368659973144533,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.377374591955797,5.078651879267877,2.136243861801273,0.5065987768121031,1.7013963480128893,3.358469119722994,0.19018936157226562,0.17463184893131256,0.17575757205486298,0.17651531100273132,0.1697586476802826,0.17666079103946686,0.31439109756069294
short_mid_long,wc_only,11,6,0.11713388521564622,0.08333333333333333,2.4227713557816206,2.489128589630127,2.4320465087890626,0.0,0.0,2.4320465087890626,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,2.411522298972682,5.189358939517469,2.151901701978106,0.49843861695323377,1.7991009269204759,3.6094733949742848,0.19078287482261658,0.1752239316701889,0.1765163689851761,0.1765964776277542,0.1705959588289261,0.17811350524425507,0.3160935823989349
short_mid_long,wc_only,11,7,0.12497164435843681,0.09027777777777778,2.397788840604116,2.4793825149536133,2.4148459911346434,0.0,0.0,2.4148459911346434,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,2.453300921085268,5.45950073117389,2.2253693724448476,0.5855249131519872,1.8433385049926403,3.148181168021722,0.19164924323558807,0.1757742464542389,0.17768245935440063,0.17681065201759338,0.17151682078838348,0.17990238964557648,0.31783033978911995
short_mid_long,wc_only,11,8,0.14452484142342634,0.09722222222222221,2.369709478187889,2.452693223953247,2.4027594566345214,0.0,0.0,2.4027594566345214,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,2.5424984069029155,5.638398923297918,2.2176607497529175,0.5836520895778204,1.8665711898794606,3.1980887641979114,0.19245262444019318,0.17647452652454376,0.1789904534816742,0.17724640667438507,0.17269764840602875,0.18186360597610474,0.3198464691373617
short_mid_long,wc_only,11,9,0.15360369611479488,0.11111111111111112,2.353705677436264,2.4383504390716553,2.379902219772339,0.0,0.0,2.379902219772339,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,2.6545375950973287,5.7650494566881925,2.1717716363617057,0.654685612283716,2.1058996698094443,3.2166579351935214,0.1934691071510315,0.17702805995941162,0.1802167147397995,0.1776219606399536,0.17379042506217957,0.1835823655128479,0.32141057677155277
short_mid_long,wc_only,11,10,0.15379237536007792,0.10416666666666667,2.3407250862318554,2.447399377822876,2.345824956893921,0.0,0.0,2.345824956893921,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,2.700807993319759,5.766291805244609,2.135024710940981,0.6508061920229421,2.1259497951227275,3.266640393378101,0.19446152448654175,0.17764121294021606,0.18154136836528778,0.1780518740415573,0.17484372854232788,0.18511739373207092,0.3226331470068886
