architecture,condition,seed,epoch,train_balanced_accuracy,val_balanced_accuracy,train_task_ce,val_task_ce,train_optim_task_loss,train_optim_raw_reg_loss,train_optim_weighted_reg_loss,train_optim_total_loss,train_sat_loss,train_relative_tail_loss,train_capacity_loss,train_weighted_sat_loss,train_weighted_relative_tail_loss,train_weighted_capacity_loss,regularizer_warmup_scale,gradient_calibration_kappa,train_long_valid_fr_hz,train_long_tail_fr_hz,train_long_tail_valid_ratio,val_long_valid_fr_hz,val_long_tail_fr_hz,val_long_tail_valid_ratio,output_weight_norm_s2,output_weight_norm_s3,output_weight_norm_s4,output_weight_norm_s5,output_weight_norm_s6,output_weight_norm_s7,output_weight_energy_long_fraction
mid_long,sat_relative_tail,37,1,0.14916010085377604,0.10555555555555556,2.430856244289116,2.4414315223693848,2.6044284820556642,0.0,0.0,2.6044284820556642,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.957249967500022,26.34862543622395,1.8878092387524554,9.68677861804014,21.070453912559177,2.1751765724591543,0.16820764541625977,0.16961440443992615,0.17976011335849762,0.17862167954444885,0.17930173873901367,0.17184002697467804,0.33298752069068577
mid_long,sat_relative_tail,37,2,0.1692646986784996,0.09583333333333334,2.365816284990557,2.4317636489868164,2.4059563636779786,0.0,0.0,2.4059563636779786,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.547605090573251,25.75347145833603,1.9009611873212864,9.167471395546192,20.330190555754466,2.217644285820344,0.16805104911327362,0.17047251760959625,0.17922866344451904,0.17889058589935303,0.17874014377593994,0.17166922986507416,0.3316595781416121
mid_long,sat_relative_tail,37,3,0.19228470094429215,0.125,2.322176601308143,2.3992249965667725,2.35677056312561,0.0,0.0,2.35677056312561,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.09927686551868,26.501089211841997,1.879606270918284,9.455217360405667,20.887456737080797,2.209093238252604,0.1681233048439026,0.17127341032028198,0.17892035841941833,0.17939887940883636,0.17898115515708923,0.17202088236808777,0.3317480684453435
mid_long,sat_relative_tail,37,4,0.20851447246050614,0.16468253968253968,2.277381134935993,2.3432276248931885,2.3217944145202636,0.0,0.0,2.3217944145202636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.746041582425926,27.46722227254884,1.862684444433128,10.013853877957118,21.79130365596531,2.1761156016000163,0.16850462555885315,0.17194829881191254,0.17918796837329865,0.180399551987648,0.17945842444896698,0.17274992167949677,0.3318793599364835
mid_long,sat_relative_tail,37,5,0.23514334750031649,0.20674603174603176,2.2201012083667484,2.317401170730591,2.2589534282684327,0.0,0.0,2.2589534282684327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.01952949602304,27.636181676221536,1.8400164721231254,10.25625075769927,22.10955961331901,2.155715586099684,0.16904768347740173,0.1726161539554596,0.17960503697395325,0.18173155188560486,0.1799304187297821,0.17359697818756104,0.3316999017598089
mid_long,sat_relative_tail,37,6,0.28341148691764945,0.22003968253968254,2.1740337173212416,2.288923501968384,2.2121145248413088,8900721.592899704,2.1538688121845034e-05,2.212136077880859,0.0,8900721.592899704,0.0,0.0,2.153868908566184e-05,0.0,0.1,2.419881226578721e-11,15.404648254531853,27.977758509871926,1.8161893765825663,10.504132335051482,22.51597247085969,2.1435347302057135,0.16990305483341217,0.1732276827096939,0.1801495999097824,0.18302471935749054,0.18059389293193817,0.17447806894779205,0.33168249714068304
mid_long,sat_relative_tail,37,7,0.30803099479340335,0.24424603174603177,2.1284044527556114,2.2584617137908936,2.167329692840576,8330137.259540367,4.0315884966822536e-05,2.1673699855804442,0.0,8330137.259540367,0.0,0.0,4.031588553837129e-05,0.0,0.2,2.419881226578721e-11,15.715805835959252,28.35605364530086,1.8043016019210116,10.696364297628454,22.844094362891354,2.135687765230307,0.1706610918045044,0.17404480278491974,0.180809885263443,0.184188574552536,0.181427001953125,0.17530091106891632,0.3317771580634494
mid_long,sat_relative_tail,37,8,0.3295385144007195,0.241468253968254,2.084886379373258,2.254267930984497,2.1351600646972657,4695077.594273853,3.408459216567017e-05,2.1351941585540772,0.0,4695077.594273853,0.0,0.0,3.408459038314105e-05,0.0,0.3,2.419881226578721e-11,16.084667427525048,28.76306083625587,1.7882285080408187,10.962706564497452,23.093288777499303,2.1065316891985915,0.17152327299118042,0.17493098974227905,0.18140313029289246,0.18526338040828705,0.18257096409797668,0.1761547327041626,0.3321720135021767
mid_long,sat_relative_tail,37,9,0.34388892686318334,0.2408730158730159,2.046569793441825,2.24710750579834,2.0836679935455322,7144511.245235061,6.91554694753571e-05,2.0837371826171873,0.0,7144511.245235061,0.0,0.0,6.915547454169954e-05,0.0,0.4,2.419881226578721e-11,16.013539131967455,28.6177060551551,1.7870943967674353,10.901706025224593,22.858734136929627,2.096803388757559,0.17224904894828796,0.17589794099330902,0.1817101687192917,0.18657174706459045,0.18390028178691864,0.17708174884319305,0.33291960232171214
mid_long,sat_relative_tail,37,10,0.36785114898102406,0.2531746031746032,2.0100146798792067,2.225903034210205,2.0451534271240233,6091946.69941864,7.370894002246553e-05,2.0452270984649656,0.0,6091946.69941864,0.0,0.0,7.370893725620684e-05,0.0,0.5,2.419881226578721e-11,15.960556591035429,28.50099431021616,1.7857143106290116,10.920300487853819,22.807176671838327,2.088511822289668,0.17327900230884552,0.1768813133239746,0.18225370347499847,0.18804824352264404,0.1853439062833786,0.1780492067337036,0.3334593334707458
