architecture,condition,seed,epoch,train_balanced_accuracy,val_balanced_accuracy,train_task_ce,val_task_ce,train_optim_task_loss,train_optim_raw_reg_loss,train_optim_weighted_reg_loss,train_optim_total_loss,train_sat_loss,train_relative_tail_loss,train_capacity_loss,train_weighted_sat_loss,train_weighted_relative_tail_loss,train_weighted_capacity_loss,regularizer_warmup_scale,gradient_calibration_kappa,train_long_valid_fr_hz,train_long_tail_fr_hz,train_long_tail_valid_ratio,val_long_valid_fr_hz,val_long_tail_fr_hz,val_long_tail_valid_ratio,output_weight_norm_s2,output_weight_norm_s3,output_weight_norm_s4,output_weight_norm_s5,output_weight_norm_s6,output_weight_norm_s7,output_weight_energy_long_fraction
short_mid_long,sat_relative_tail,37,1,0.08993055555555556,0.08333333333333333,2.4648777351116764,2.487867593765259,2.4852371215820312,0.0,0.0,2.4852371215820312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.427115908081289,4.966564431733378,2.0462823449002907,0.5744217448194272,1.5553168635875403,2.7076218433834938,0.18671907484531403,0.1690620481967926,0.17103195190429688,0.17446401715278625,0.1750851720571518,0.17040787637233734,0.32115522547292275
short_mid_long,sat_relative_tail,37,2,0.09768518518518517,0.08333333333333333,2.452578272959041,2.486762046813965,2.464157724380493,0.0,0.0,2.464157724380493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5914740793733206,5.355212471799119,2.06647348488785,0.6811726885469314,1.6807097107848987,2.467376832694462,0.18667934834957123,0.1692151129245758,0.1713942289352417,0.17574088275432587,0.17661964893341064,0.17124080657958984,0.322814266615077
short_mid_long,sat_relative_tail,37,3,0.10405092592592592,0.08333333333333333,2.4405861327652265,2.4855692386627197,2.449332284927368,0.0,0.0,2.449332284927368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6442014057536527,5.535076935022582,2.0932887044755843,0.690536806417765,1.7815968492660221,2.5800172166176774,0.18708185851573944,0.16965807974338531,0.1720127910375595,0.17733028531074524,0.17807962000370026,0.17210830748081207,0.3236595206837419
short_mid_long,sat_relative_tail,37,4,0.11126543209876544,0.08333333333333333,2.4292304560978115,2.4843125343322754,2.4357368469238283,0.0,0.0,2.4357368469238283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.85689721313685,6.020766201217329,2.107449359232136,0.7876560860495546,1.895850737956001,2.406952439692982,0.18756753206253052,0.1705101579427719,0.17258504033088684,0.1790161430835724,0.17945897579193115,0.17326679825782776,0.32442675945791966
short_mid_long,sat_relative_tail,37,5,0.11292438271604938,0.08333333333333333,2.415501446814217,2.4843008518218994,2.4226355075836183,0.0,0.0,2.4226355075836183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.016840172684546,6.397266833175883,2.1205189758141056,0.8368845914276517,2.004694275370967,2.3954250035254376,0.1882658153772354,0.17151543498039246,0.17331072688102722,0.18065278232097626,0.1806589812040329,0.17474500834941864,0.32508989495681845
short_mid_long,sat_relative_tail,37,6,0.11469907407407408,0.08333333333333333,2.4191980173173335,2.4877381324768066,2.4152496337890623,54675331.11778565,0.11910034205701833,2.5343499183654785,0.0,54675331.11778565,0.0,0.0,0.11910033806640677,0.0,0.1,2.1783194656806377e-08,2.3753583969974006,4.874837696651267,2.052253547428195,0.539908281809783,1.5273103393404146,2.8288329532950316,0.1891396939754486,0.1722005307674408,0.17384064197540283,0.18206703662872314,0.18226078152656555,0.1761835217475891,0.3265276840768509
short_mid_long,sat_relative_tail,37,7,0.1175161600279525,0.08333333333333333,2.42491017643638,2.489320993423462,2.419338321685791,68412880.28543434,0.2980502213015701,2.7173885822296144,0.0,68412880.28543434,0.0,0.0,0.2980502176580816,0.0,0.2,2.1783194656806377e-08,2.0337537195527045,3.843964472282255,1.890083560917927,0.39610218593626545,1.3023033774913475,3.287796492243781,0.19004611670970917,0.17302252352237701,0.17417077720165253,0.18346063792705536,0.18429379165172577,0.17769071459770203,0.3285612630574137
short_mid_long,sat_relative_tail,37,8,0.11087089447938504,0.09027777777777778,2.4321141472781997,2.486912965774536,2.438357353210449,22855450.788698576,0.14935941315606555,2.5877167701721193,0.0,22855450.788698576,0.0,0.0,0.149359420049784,0.0,0.3,2.1783194656806377e-08,1.8201901826937417,3.298159339829781,1.811986116169882,0.3463385881084064,1.1485857500895096,3.3163666698612118,0.1906912475824356,0.17416085302829742,0.17475001513957977,0.18505637347698212,0.18630048632621765,0.17904160916805267,0.33012613465162466
short_mid_long,sat_relative_tail,37,9,0.10732223969252273,0.09027777777777778,2.430523499359157,2.485255718231201,2.4296391010284424,14667168.891064454,0.1277991182214464,2.5574382305145265,0.0,14667168.891064454,0.0,0.0,0.12779911800732474,0.0,0.4,2.1783194656806377e-08,1.7064410570029678,2.886872948291555,1.6917507560218847,0.3289480834911438,1.0986195647849784,3.339796216853643,0.19110126793384552,0.17570620775222778,0.17552848160266876,0.18671788275241852,0.18786270916461945,0.180109903216362,0.3305433855659895
short_mid_long,sat_relative_tail,37,10,0.11625393081761005,0.08333333333333333,2.420783054397767,2.4883716106414795,2.4296176433563232,14390689.990590096,0.15673759407977314,2.5863552570343016,0.0,14390689.990590096,0.0,0.0,0.1567376006553896,0.0,0.5,2.1783194656806377e-08,1.6099954779171621,2.698726161358646,1.6762321375274705,0.3347003273260845,1.0801607192584637,3.227247274861815,0.19151292741298676,0.1777096837759018,0.1764487773180008,0.18854106962680817,0.1894380748271942,0.181121364235878,0.3304865644741648
