epoch,lambda_scale,lambda_p2,lambda_a1,train_task_loss,train_p2,train_a1,train_weighted_p2,train_weighted_a1,train_total_loss,train_reg_to_task_ratio,val_native_ba,val_native_loss,first_batch_task_grad_norm,first_batch_p2_grad_norm_raw,first_batch_a1_grad_norm_raw,first_batch_weighted_p2_grad_norm,first_batch_weighted_a1_grad_norm,first_batch_reg_grad_norm,first_batch_p2_to_task_grad_ratio,first_batch_a1_to_task_grad_ratio,first_batch_reg_to_task_grad_ratio,train_p2_hidden_1,train_p2_hidden_2,train_p2_hidden_3
1,0.1,0.001,0.010000000000000002,2.5917789899133363,0.00025063107837021203,0.007324747139309083,2.5063108999855575e-07,7.324746840381186e-05,2.591852501624628,2.8358166255629705e-05,0.08333333333333333,2.489682197570801,0.17203479135503555,0.0005873631080309578,0.0032128178406652945,5.873630800285791e-07,3.2128175005991627e-05,3.2354957989228576e-05,3.414211017447121e-06,0.0001867539394382578,0.00018807217850752217,0.0001768934443621478,3.2846378888345764e-05,0.0005421534107205347
2,0.2,0.002,0.020000000000000004,2.4907335816480205,0.0002240058016725263,0.005854449908949576,4.4801162960299426e-07,0.00011708899525358068,2.490851119955723,4.718971460826174e-05,0.09027777777777778,2.4849488735198975,0.04603084536362358,0.00024290117352863226,0.002180596598811006,4.858023933594792e-07,4.361192515607113e-05,4.3816348546483805e-05,1.0553844699610714e-05,0.000947450015561434,0.0009518910243849267,0.00017694837345902788,2.6683995169019384e-05,0.0004683850439691759
3,0.3,0.003,0.03,2.482282584382417,0.00021597672100663793,0.005366719643651105,6.47930184199713e-07,0.00016100158377028778,2.4824442699320755,6.51213181655969e-05,0.09027777777777778,2.4844961166381836,,,,,,,,,,0.00017789192312387444,2.3921222124113892e-05,0.0004461170389329399
4,0.4,0.004,0.04000000000000001,2.480886078127075,0.0002191759130836139,0.005392423492700836,8.767036896871369e-07,0.00021569693493921302,2.481102647141212,8.729688982430048e-05,0.09027777777777778,2.4827067852020264,,,,,,,,,,0.0001792654859161777,2.324672580669893e-05,0.00045501553657281945
5,0.5,0.005,0.05,2.478594010134777,0.00021806989206167872,0.005422864277589034,1.0903494275446687e-06,0.0002711432159532875,2.4788662106978503,0.00010983386721168952,0.09027777777777778,2.482142686843872,0.019082847876374716,0.00034570326448616316,0.0017028826701121398,1.7285161086282787e-06,8.514413568969586e-05,8.572515163466486e-05,9.057956756906534e-05,0.004461814936705936,0.0044922619616328775,0.0001803311768435535,2.309720201305396e-05,0.00045078131770987624
6,0.6,0.006,0.06,2.474985203931746,0.0002196969787218318,0.005438920707568501,1.3181818757529449e-06,0.0003263352324796613,2.4753128456371787,0.00013238600935266447,0.09027777777777778,2.483567714691162,,,,,,,,,,0.00018161109280163382,2.3197951872535324e-05,0.00045428186873047776
7,0.7,0.006999999999999999,0.06999999999999999,2.4708306994577693,0.00022135148544815046,0.005568909449198262,1.5494604326508902e-06,0.00038982366130361893,2.471222047756543,0.0001583973850665518,0.09027777777777778,2.482403516769409,,,,,,,,,,0.00018351332457029228,2.3425643072772543e-05,0.00045711549310327833
8,0.8,0.008,0.08000000000000002,2.4680559663887482,0.0002215161799171077,0.005523954805871552,1.7721295283765495e-06,0.00044191637460748293,2.4684996949620994,0.0001797724647164558,0.09027777777777778,2.4823710918426514,,,,,,,,,,0.00018598511366741877,2.3608344534971863e-05,0.00045495507168694175
9,0.9,0.009000000000000001,0.09000000000000001,2.468055665185242,0.00021888224386290298,0.005430557593549385,1.9699400942904433e-06,0.0004887501965888028,2.4685464315693473,0.00019882863405605637,0.09722222222222222,2.482156753540039,,,,,,,,,,0.00018866741405130748,2.3584040151104755e-05,0.00044439528132561416
10,1.0,0.01,0.1,2.465036090598049,0.0002128805254821276,0.005376685696466475,2.128805257826835e-06,0.0005376685721612986,2.465575924428523,0.0002189815311337546,0.09027777777777778,2.483114242553711,0.019338935323167175,0.0002132888626834051,0.0015299308656694377,2.1328884178104997e-06,0.00015299308440445085,0.00015381517229747408,0.00011028985733539299,0.00791114308248252,0.007953652552589615,0.00019175463976024324,2.2843170431135992e-05,0.00042404375214766065
11,1.0,0.01,0.1,2.4608866729342385,0.00020783860149996503,0.0052605617988578934,2.078385912732372e-06,0.0005260561838330902,2.46141479388777,0.0002146114957484415,0.09027777777777778,2.484426498413086,,,,,,,,,,0.000195029206900968,2.1890794102989358e-05,0.00040659579233779964
12,1.0,0.01,0.1,2.4568094132073774,0.00020014073046454485,0.00499637264368828,2.001407248001618e-06,0.000499637277538186,2.4573111070412983,0.00020418298712527962,0.09722222222222222,2.4818532466888428,,,,,,,,,,0.0001992336827762691,2.0648991616163584e-05,0.00038053950528734847
13,1.0,0.01,0.1,2.4560321054442205,0.00019780149302251393,0.00481497441464955,1.978014882449273e-06,0.00048149745764488136,2.4565155313265303,0.00019685226078910918,0.09722222222222222,2.480214834213257,,,,,,,,,,0.00020337111554861954,1.9806982177348163e-05,0.00037022639068385357
14,1.0,0.01,0.1,2.451711493391999,0.00019461368066847818,0.004865486139556627,1.946136788487061e-06,0.00048654861987661413,2.452199961355344,0.00019924642764114855,0.10416666666666667,2.4802427291870117,,,,,,,,,,0.00020669758085521312,1.9432156790784647e-05,0.00035771132285927906
15,1.0,0.01,0.1,2.4440892042268367,0.00020308886174186296,0.0050054970157305465,2.030888565134425e-06,0.0005005497111507697,2.44459174257958,0.00020563103787158638,0.09722222222222222,2.4824793338775635,,,,,,,,,,0.0002110090476710016,1.9758033235114557e-05,0.0003784994998299188
16,1.0,0.01,0.1,2.4376459774174912,0.00020586285439481007,0.005217896596482104,2.058628452529012e-06,0.0005217896648778832,2.4381698548486024,0.0002148992504175653,0.09722222222222222,2.482609510421753,,,,,,,,,,0.00021504686674781996,1.98350046827857e-05,0.0003827066825367767
17,1.0,0.01,0.1,2.43629553765315,0.00021046920212245389,0.005478156562622079,2.1046919726307533e-06,0.0005478156690859266,2.436845495450517,0.00022571989011985308,0.09027777777777778,2.484050750732422,,,,,,,,,,0.00021857416215985886,1.9407524815848717e-05,0.0003934259203183681
18,1.0,0.01,0.1,2.4348924812474473,0.000216091776338026,0.00552831063521529,2.1609176918651733e-06,0.0005528310642128076,2.4354474318827695,0.00022793284967570257,0.09027777777777778,2.484262704849243,,,,,,,,,,0.00022451825520679317,1.9696807592140235e-05,0.0004040602515567825
19,1.0,0.01,0.1,2.4269790571445853,0.00022293852015319097,0.005636256925518049,2.229385173096503e-06,0.0005636257145524974,2.4275448433093074,0.000233152032383559,0.09722222222222222,2.484614849090576,,,,,,,,,,0.00023054921933050667,2.041300904113365e-05,0.0004178533221257565
20,1.0,0.01,0.1,2.4190700575324633,0.0002279958997470593,0.00579632578133934,2.2799589796642205e-06,0.0005796325930314886,2.419651990913483,0.00024055217011975424,0.09027777777777778,2.484055519104004,0.025362412529748198,0.0004917612612314365,0.0018754237264424292,4.917612171844012e-06,0.00018754236878449962,0.0001887150839476293,0.00019389370652638126,0.0073945003679964025,0.007440738680765512,0.00023537601637629963,2.0830594624787718e-05,0.00042778110203278897
21,1.0,0.01,0.1,2.415574261735926,0.00022717523727441375,0.005739838983134243,2.2717522754430755e-06,0.0005739839037885511,2.4161505916647985,0.00023855845179020674,0.09027777777777778,2.484719753265381,,,,,,,,,,0.0002394529087481004,2.0482469289838104e-05,0.0004215903468563539
22,1.0,0.01,0.1,2.414025022322873,0.00022823845514011363,0.00563578478825277,2.2823845392223604e-06,0.0005635784877016948,2.414590930774577,0.00023440555379845352,0.08333333333333333,2.4856834411621094,,,,,,,,,,0.00024292530764852892,1.9995627356486267e-05,0.0004217944512397801
23,1.0,0.01,0.1,2.408436448972114,0.0002291520212473598,0.005666593700429351,2.291520119598691e-06,0.0005666593790195383,2.4090054306023707,0.00023623247330522548,0.09027777777777778,2.482989549636841,,,,,,,,,,0.000247177033241928,1.9992245008306186e-05,0.0004202867845087769
24,1.0,0.01,0.1,2.405573825622795,0.0002357424558178408,0.005737438127109957,2.357424459065401e-06,0.0005737438077818789,2.4061499758144254,0.00023948599128600576,0.09027777777777778,2.479937791824341,,,,,,,,,,0.0002530960622804621,2.029793824677026e-05,0.0004338333621142647
25,1.0,0.01,0.1,2.4025234892938716,0.00023698884482696258,0.005718987484794373,2.3698884172904516e-06,0.0005718987594296908,2.403097779738513,0.00023902727711343428,0.10416666666666667,2.4744646549224854,,,,,,,,,,0.00025902234864214405,2.0489741132027896e-05,0.00043145442376642213
26,1.0,0.01,0.1,2.4002696487045942,0.00024120378825054527,0.005729479506041168,2.412037822550811e-06,0.0005729479597810906,2.4008450873337184,0.0002397064004513653,0.10416666666666667,2.4719858169555664,,,,,,,,,,0.00026445787835011834,2.0774561008425443e-05,0.0004383789427220187
27,1.0,0.01,0.1,2.39759973281427,0.0002470049259371866,0.005811989906912416,2.470049197170882e-06,0.0005811990102273757,2.3981833626193967,0.00024343890743574776,0.09722222222222222,2.4735121726989746,,,,,,,,,,0.00026962867736208884,2.1126889791511956e-05,0.00045025922514725853
28,1.0,0.01,0.1,2.3965174454214653,0.00025276555509924436,0.0059786387815391855,2.527655528873407e-06,0.0005978638833835913,2.397117815411645,0.00025052667154979813,0.10416666666666667,2.475803852081299,,,,,,,,,,0.00027451471973806874,2.155787528934027e-05,0.0004622240567046078
29,1.0,0.01,0.1,2.394268902977239,0.00025613209998704773,0.005930414672607553,2.5613209726639063e-06,0.0005930414812666606,2.3948645444006598,0.0002487618669309454,0.09722222222222222,2.479140043258667,,,,,,,,,,0.0002788800838673503,2.1609077539918912e-05,0.00046790713122156214
30,1.0,0.01,0.1,2.3935551680303893,0.0002519531971115776,0.005887795376339719,2.5195319308068457e-06,0.0005887795415812728,2.394146490014974,0.0002470379966210047,0.09027777777777778,2.4835152626037598,0.033182584074966964,0.0006670063772401669,0.0019342872433177644,6.670062985749759e-06,0.00019342872366597113,0.00019495748018157695,0.0002010109571539268,0.005829224246941465,0.005875295297711712,0.0002827924655100392,2.0852436230843728e-05,0.0004522146796316739
