stage,l1_mem_shift,seed,layer,bank,count,dead_neuron_fraction,fraction_nonzero,high_rate_neuron_fraction_ge_0p5,mean_spikes_per_neuron_s,mean_value_per_neuron_step,saturated_neuron_fraction_ge_0p95,shift,start,stop,threshold_multiplier
frozen_replay,2,37,l1,0,42,0.1190476194024086,0.8809523582458496,0.0476190485060215,12.700469970703125,0.19844484329223633,0.0,4,86,128,1.0
frozen_replay,2,37,l2,0,43,0.0,1.0,0.1627907007932663,22.787702560424805,0.3560578525066376,0.0,2,0,43,1.0
frozen_replay,2,37,l2,0,43,0.0,1.0,0.23255814611911774,24.511289596557617,0.38298889994621277,0.0,3,43,86,1.0
frozen_replay,2,37,l2,0,42,0.0,1.0,0.2857142984867096,24.787588119506836,0.3873060643672943,0.0,4,86,128,1.0
frozen_replay,3,11,l1,0,43,0.11627907305955887,0.8837209343910217,0.0,2.0094947814941406,0.03139835596084595,0.0,2,0,43,1.0
frozen_replay,3,11,l1,0,43,0.06976744532585144,0.930232584476471,0.0,6.333359718322754,0.09895874559879303,0.0,3,43,86,1.0
frozen_replay,3,11,l1,0,42,0.02380952425301075,0.976190447807312,0.1190476194024086,17.91129493713379,0.27986398339271545,0.0,4,86,128,1.0
frozen_replay,3,11,l2,0,43,0.0,1.0,0.20930232107639313,23.220718383789062,0.3628237247467041,0.0,2,0,43,1.0
frozen_replay,3,11,l2,0,43,0.0,1.0,0.13953489065170288,23.206470489501953,0.362601101398468,0.0,3,43,86,1.0
frozen_replay,3,11,l2,0,42,0.0,1.0,0.3095238208770752,26.092866897583008,0.4077010452747345,0.0,4,86,128,1.0
frozen_replay,3,23,l1,0,43,0.04651162773370743,0.9534883499145508,0.0,2.6937191486358643,0.04208936169743538,0.0,2,0,43,1.0
frozen_replay,3,23,l1,0,43,0.06976744532585144,0.930232584476471,0.0,6.888834476470947,0.10763803869485855,0.0,3,43,86,1.0
frozen_replay,3,23,l1,0,42,0.1190476194024086,0.8809523582458496,0.095238097012043,14.528898239135742,0.22701403498649597,0.0,4,86,128,1.0
frozen_replay,3,23,l2,0,43,0.0,1.0,0.20930232107639313,22.305740356445312,0.348527193069458,0.0,2,0,43,1.0
frozen_replay,3,23,l2,0,43,0.0,1.0,0.27906978130340576,24.597475051879883,0.38433554768562317,0.0,3,43,86,1.0
frozen_replay,3,23,l2,0,42,0.0,1.0,0.4285714328289032,28.780473709106445,0.4496949017047882,0.0,4,86,128,1.0
frozen_replay,3,37,l1,0,43,0.06976744532585144,0.930232584476471,0.0,2.0907833576202393,0.03266848996281624,0.0,2,0,43,1.0
frozen_replay,3,37,l1,0,43,0.06976744532585144,0.930232584476471,0.0,5.817570686340332,0.09089954197406769,0.0,3,43,86,1.0
frozen_replay,3,37,l1,0,42,0.1190476194024086,0.8809523582458496,0.0476190485060215,15.248923301696777,0.23826442658901215,0.0,4,86,128,1.0
frozen_replay,3,37,l2,0,43,0.0,1.0,0.20930232107639313,23.15332794189453,0.36177074909210205,0.0,2,0,43,1.0
frozen_replay,3,37,l2,0,43,0.0,1.0,0.3720930218696594,25.982269287109375,0.405972957611084,0.0,3,43,86,1.0
frozen_replay,3,37,l2,0,42,0.0,1.0,0.380952388048172,24.935691833496094,0.38962018489837646,0.0,4,86,128,1.0
frozen_replay,4,11,l1,0,43,0.11627907305955887,0.8837209343910217,0.0,2.684191942214966,0.04194049909710884,0.0,2,0,43,1.0
frozen_replay,4,11,l1,0,43,0.06976744532585144,0.930232584476471,0.0,7.3287553787231445,0.11451180279254913,0.0,3,43,86,1.0
frozen_replay,4,11,l1,0,42,0.02380952425301075,0.976190447807312,0.1190476194024086,19.335323333740234,0.30211442708969116,0.0,4,86,128,1.0
frozen_replay,4,11,l2,0,43,0.0,1.0,0.23255814611911774,23.591066360473633,0.3686104118824005,0.0,2,0,43,1.0
frozen_replay,4,11,l2,0,43,0.0,1.0,0.23255814611911774,23.568950653076172,0.3682648539543152,0.0,3,43,86,1.0
frozen_replay,4,11,l2,0,42,0.0,1.0,0.3095238208770752,26.79293441772461,0.418639600276947,0.0,4,86,128,1.0
frozen_replay,4,23,l1,0,43,0.06976744532585144,0.930232584476471,0.0,3.5563418865203857,0.05556784197688103,0.0,2,0,43,1.0
frozen_replay,4,23,l1,0,43,0.06976744532585144,0.930232584476471,0.0,8.135787963867188,0.1271216869354248,0.0,3,43,86,1.0
frozen_replay,4,23,l1,0,42,0.1190476194024086,0.8809523582458496,0.095238097012043,15.780485153198242,0.24657008051872253,0.0,4,86,128,1.0
frozen_replay,4,23,l2,0,43,0.0,1.0,0.27906978130340576,22.732810974121094,0.3552001714706421,0.0,2,0,43,1.0
frozen_replay,4,23,l2,0,43,0.0,1.0,0.27906978130340576,24.931455612182617,0.3895539939403534,0.0,3,43,86,1.0
frozen_replay,4,23,l2,0,42,0.0,1.0,0.5,29.92950439453125,0.4676485061645508,0.0,4,86,128,1.0
frozen_replay,4,37,l1,0,43,0.06976744532585144,0.930232584476471,0.0,2.8009681701660156,0.043765127658843994,0.0,2,0,43,1.0
frozen_replay,4,37,l1,0,43,0.06976744532585144,0.930232584476471,0.0,6.830794811248779,0.10673116892576218,0.0,3,43,86,1.0
frozen_replay,4,37,l1,0,42,0.1190476194024086,0.8809523582458496,0.0476190485060215,16.49782371520996,0.25777849555015564,0.0,4,86,128,1.0
frozen_replay,4,37,l2,0,43,0.0,1.0,0.25581395626068115,23.620258331298828,0.3690665364265442,0.0,2,0,43,1.0
frozen_replay,4,37,l2,0,43,0.0,1.0,0.3488371968269348,26.914552688598633,0.42053988575935364,0.0,3,43,86,1.0
frozen_replay,4,37,l2,0,42,0.0,1.0,0.380952388048172,25.340091705322266,0.3959389328956604,0.0,4,86,128,1.0
e2e_retrain,1,11,l1,0,43,0.1627907007932663,0.8372092843055725,0.0,0.3386160135269165,0.00529087521135807,0.0,2,0,43,1.0
e2e_retrain,1,11,l1,0,43,0.13953489065170288,0.8604651093482971,0.0,1.9778529405593872,0.030903952196240425,0.0,3,43,86,1.0
e2e_retrain,1,11,l1,0,42,0.02380952425301075,0.976190447807312,0.095238097012043,9.617772102355957,0.15027768909931183,0.0,4,86,128,1.0
e2e_retrain,1,11,l2,0,43,0.0,1.0,0.0,22.189748764038086,0.3467148244380951,0.0,2,0,43,1.0
e2e_retrain,1,11,l2,0,43,0.0,1.0,0.023255813866853714,24.161224365234375,0.3775191307067871,0.0,3,43,86,1.0
e2e_retrain,1,11,l2,0,42,0.0,1.0,0.0714285746216774,23.94388771057129,0.3741232454776764,0.0,4,86,128,1.0
e2e_retrain,1,23,l1,0,43,0.11627907305955887,0.8837209343910217,0.0,0.4476129412651062,0.006993952207267284,0.0,2,0,43,1.0
e2e_retrain,1,23,l1,0,43,0.09302325546741486,0.9069767594337463,0.0,1.8475288152694702,0.028867637738585472,0.0,3,43,86,1.0
e2e_retrain,1,23,l1,0,42,0.1190476194024086,0.8809523582458496,0.0476190485060215,7.2372894287109375,0.1130826473236084,0.0,4,86,128,1.0
e2e_retrain,1,23,l2,0,43,0.0,1.0,0.0,20.09931755065918,0.3140518367290497,0.0,2,0,43,1.0
e2e_retrain,1,23,l2,0,43,0.0,1.0,0.023255813866853714,23.24458122253418,0.36319658160209656,0.0,3,43,86,1.0
e2e_retrain,1,23,l2,0,42,0.0,1.0,0.1666666716337204,25.518083572387695,0.39872005581855774,0.0,4,86,128,1.0
e2e_retrain,1,37,l1,0,43,0.09302325546741486,0.9069767594337463,0.0,0.32026049494743347,0.005004070233553648,0.0,2,0,43,1.0
e2e_retrain,1,37,l1,0,43,0.11627907305955887,0.8837209343910217,0.0,1.608556866645813,0.025133701041340828,0.0,3,43,86,1.0
e2e_retrain,1,37,l1,0,42,0.1190476194024086,0.8809523582458496,0.0476190485060215,8.05601978302002,0.1258753091096878,0.0,4,86,128,1.0
e2e_retrain,1,37,l2,0,43,0.0,1.0,0.023255813866853714,22.200590133666992,0.34688422083854675,0.0,2,0,43,1.0
e2e_retrain,1,37,l2,0,43,0.0,1.0,0.023255813866853714,22.680543899536133,0.3543834984302521,0.0,3,43,86,1.0
e2e_retrain,1,37,l2,0,42,0.0,1.0,0.1428571492433548,25.36013412475586,0.3962520956993103,0.0,4,86,128,1.0
e2e_retrain,2,11,l1,0,43,0.04651162773370743,0.9534883499145508,0.0,0.8478511571884155,0.013247674331068993,0.0,2,0,43,1.0
e2e_retrain,2,11,l1,0,43,0.04651162773370743,0.9534883499145508,0.0,2.550633192062378,0.039853643625974655,0.0,3,43,86,1.0
e2e_retrain,2,11,l1,0,42,0.0,1.0,0.0714285746216774,8.464177131652832,0.1322527676820755,0.0,4,86,128,1.0
e2e_retrain,2,11,l2,0,43,0.0,1.0,0.023255813866853714,23.742630004882812,0.37097859382629395,0.0,2,0,43,1.0
e2e_retrain,2,11,l2,0,43,0.0,1.0,0.06976744532585144,25.6269588470459,0.40042123198509216,0.0,3,43,86,1.0
e2e_retrain,2,11,l2,0,42,0.0,1.0,0.1190476194024086,24.659799575805664,0.3853093683719635,0.0,4,86,128,1.0
e2e_retrain,2,23,l1,0,43,0.04651162773370743,0.9534883499145508,0.0,0.8264364004135132,0.012913068756461143,0.0,2,0,43,1.0
e2e_retrain,2,23,l1,0,43,0.023255813866853714,0.9767441749572754,0.0,2.824305772781372,0.04412977769970894,0.0,3,43,86,1.0
e2e_retrain,2,23,l1,0,42,0.0,1.0,0.0714285746216774,7.97189998626709,0.12456093728542328,0.0,4,86,128,1.0
e2e_retrain,2,23,l2,0,43,0.0,1.0,0.023255813866853714,23.947248458862305,0.3741757571697235,0.0,2,0,43,1.0
e2e_retrain,2,23,l2,0,43,0.0,1.0,0.06976744532585144,25.463327407836914,0.3978644907474518,0.0,3,43,86,1.0
e2e_retrain,2,23,l2,0,42,0.0,1.0,0.1190476194024086,25.3742733001709,0.3964730203151703,0.0,4,86,128,1.0
e2e_retrain,2,37,l1,0,43,0.04651162773370743,0.9534883499145508,0.0,0.6989090442657471,0.010920453816652298,0.0,2,0,43,1.0
e2e_retrain,2,37,l1,0,43,0.04651162773370743,0.9534883499145508,0.0,2.276873826980591,0.03557615354657173,0.0,3,43,86,1.0
e2e_retrain,2,37,l1,0,42,0.02380952425301075,0.976190447807312,0.0476190485060215,7.551215171813965,0.1179877370595932,0.0,4,86,128,1.0
e2e_retrain,2,37,l2,0,43,0.0,1.0,0.06976744532585144,24.390840530395508,0.3811068832874298,0.0,2,0,43,1.0
e2e_retrain,2,37,l2,0,43,0.0,1.0,0.04651162773370743,24.97209930419922,0.3901890516281128,0.0,3,43,86,1.0
e2e_retrain,2,37,l2,0,42,0.0,1.0,0.0714285746216774,25.334449768066406,0.3958507776260376,0.0,4,86,128,1.0
e2e_retrain,3,11,l1,0,43,0.023255813866853714,0.9767441749572754,0.0,1.1923235654830933,0.018630055710673332,0.0,2,0,43,1.0
e2e_retrain,3,11,l1,0,43,0.0,1.0,0.0,2.7382097244262695,0.04278452694416046,0.0,3,43,86,1.0
e2e_retrain,3,11,l1,0,42,0.0,1.0,0.0476190485060215,7.23773717880249,0.11308964341878891,0.0,4,86,128,1.0
e2e_retrain,3,11,l2,0,43,0.0,1.0,0.023255813866853714,23.689924240112305,0.37015506625175476,0.0,2,0,43,1.0
e2e_retrain,3,11,l2,0,43,0.0,1.0,0.06976744532585144,25.54357147216797,0.3991183042526245,0.0,3,43,86,1.0
e2e_retrain,3,11,l2,0,42,0.0,1.0,0.1666666716337204,25.878273010253906,0.4043480157852173,0.0,4,86,128,1.0
e2e_retrain,3,23,l1,0,43,0.023255813866853714,0.9767441749572754,0.0,1.2417961359024048,0.019403064623475075,0.0,2,0,43,1.0
e2e_retrain,3,23,l1,0,43,0.023255813866853714,0.9767441749572754,0.0,3.306969165802002,0.05167139321565628,0.0,3,43,86,1.0
e2e_retrain,3,23,l1,0,42,0.0,1.0,0.0476190485060215,7.105652809143066,0.11102582514286041,0.0,4,86,128,1.0
e2e_retrain,3,23,l2,0,43,0.0,1.0,0.023255813866853714,24.709352493286133,0.3860836327075958,0.0,2,0,43,1.0
e2e_retrain,3,23,l2,0,43,0.0,1.0,0.0,25.255300521850586,0.3946140706539154,0.0,3,43,86,1.0
e2e_retrain,3,23,l2,0,42,0.0,1.0,0.1666666716337204,26.308712005615234,0.41107362508773804,0.0,4,86,128,1.0
e2e_retrain,3,37,l1,0,43,0.04651162773370743,0.9534883499145508,0.0,1.1298272609710693,0.01765355095267296,0.0,2,0,43,1.0
e2e_retrain,3,37,l1,0,43,0.04651162773370743,0.9534883499145508,0.0,2.636554718017578,0.04119616746902466,0.0,3,43,86,1.0
e2e_retrain,3,37,l1,0,42,0.02380952425301075,0.976190447807312,0.0476190485060215,6.859290599822998,0.10717641562223434,0.0,4,86,128,1.0
e2e_retrain,3,37,l2,0,43,0.0,1.0,0.11627907305955887,25.178468704223633,0.39341357350349426,0.0,2,0,43,1.0
e2e_retrain,3,37,l2,0,43,0.0,1.0,0.09302325546741486,25.346643447875977,0.39604130387306213,0.0,3,43,86,1.0
e2e_retrain,3,37,l2,0,42,0.0,1.0,0.1190476194024086,24.110158920288086,0.37672123312950134,0.0,4,86,128,1.0
e2e_retrain,4,11,l1,0,43,0.0,1.0,0.0,1.6040993928909302,0.025064053013920784,0.0,2,0,43,1.0
e2e_retrain,4,11,l1,0,43,0.0,1.0,0.0,2.7151339054107666,0.04242396727204323,0.0,3,43,86,1.0
e2e_retrain,4,11,l1,0,42,0.0,1.0,0.0476190485060215,6.981531620025635,0.10908643156290054,0.0,4,86,128,1.0
e2e_retrain,4,11,l2,0,43,0.0,1.0,0.04651162773370743,23.79682159423828,0.37182533740997314,0.0,2,0,43,1.0
e2e_retrain,4,11,l2,0,43,0.023255813866853714,0.9767441749572754,0.04651162773370743,25.417877197265625,0.3971543312072754,0.0,3,43,86,1.0
e2e_retrain,4,11,l2,0,42,0.0,1.0,0.1666666716337204,25.69124412536621,0.40142568945884705,0.0,4,86,128,1.0
e2e_retrain,4,23,l1,0,43,0.0,1.0,0.0,1.3399544954299927,0.020936788991093636,0.0,2,0,43,1.0
e2e_retrain,4,23,l1,0,43,0.0,1.0,0.0,2.998683452606201,0.04685442894697189,0.0,3,43,86,1.0
e2e_retrain,4,23,l1,0,42,0.0,1.0,0.0,6.488271713256836,0.10137924551963806,0.0,4,86,128,1.0
e2e_retrain,4,23,l2,0,43,0.0,1.0,0.06976744532585144,25.587535858154297,0.3998052477836609,0.0,2,0,43,1.0
e2e_retrain,4,23,l2,0,43,0.0,1.0,0.0,25.197961807250977,0.3937181532382965,0.0,3,43,86,1.0
e2e_retrain,4,23,l2,0,42,0.0,1.0,0.1428571492433548,25.260713577270508,0.3946986496448517,0.0,4,86,128,1.0
e2e_retrain,4,37,l1,0,43,0.023255813866853714,0.9767441749572754,0.0,1.4514862298965454,0.022679472342133522,0.0,2,0,43,1.0
e2e_retrain,4,37,l1,0,43,0.0,1.0,0.0,2.474851369857788,0.03866955265402794,0.0,3,43,86,1.0
e2e_retrain,4,37,l1,0,42,0.02380952425301075,0.976190447807312,0.02380952425301075,6.138908863067627,0.09592045098543167,0.0,4,86,128,1.0
e2e_retrain,4,37,l2,0,43,0.0,1.0,0.13953489065170288,26.02509880065918,0.4066421687602997,0.0,2,0,43,1.0
e2e_retrain,4,37,l2,0,43,0.0,1.0,0.20930232107639313,26.006305694580078,0.4063485264778137,0.0,3,43,86,1.0
e2e_retrain,4,37,l2,0,42,0.02380952425301075,0.976190447807312,0.095238097012043,24.404756546020508,0.38132432103157043,0.0,4,86,128,1.0
