segment_index,user,action,dataset_id,label_index,label,label_timestamp_us,next_label_timestamp_us,start_sample_index,stop_sample_index_exclusive,first_sample_timestamp_us,last_sample_timestamp_us,sample_count,gravity_removal_method,gravity_low_pass_cutoff_hz,gravity_madgwick_beta,is_last_label,segment_end_source,ring_source_path,label_source_path
0,user_4,0,0,0,s,1720481124553306.0,1720481129387518.0,2873,3856,1720481124573413.0,1720481129387016.0,983,low-pass,0.2,0.1,False,next_label_timestamp,data/user_4/0/0_ring_0.bin,data/user_4/0/0_timestamp.txt
1,user_4,0,0,5,b,1720481149533415.0,1720481152471058.0,7896,8478,1720481149578548.0,1720481152399404.0,582,low-pass,0.2,0.1,False,next_label_timestamp,data/user_4/0/0_ring_0.bin,data/user_4/0/0_timestamp.txt
2,user_4,0,0,6,x,1720481152471058.0,1720481156181404.0,8478,9229,1720481152476098.0,1720481156178901.0,751,low-pass,0.2,0.1,False,next_label_timestamp,data/user_4/0/0_ring_0.bin,data/user_4/0/0_timestamp.txt
3,user_4,0,0,7,e,1720481156181404.0,1720481159101235.0,9229,9823,1720481156193533.0,1720481159089804.0,594,low-pass,0.2,0.1,False,next_label_timestamp,data/user_4/0/0_ring_0.bin,data/user_4/0/0_timestamp.txt
4,user_4,0,0,8,u,1720481159101235.0,1720481161820947.0,9823,10367,1720481159101235.0,1720481161809339.0,544,low-pass,0.2,0.1,False,next_label_timestamp,data/user_4/0/0_ring_0.bin,data/user_4/0/0_timestamp.txt
5,user_4,0,0,9,n,1720481161820947.0,1720481163926366.0,10367,10788,1720481161870968.0,1720481163917364.0,421,low-pass,0.2,0.1,False,next_label_timestamp,data/user_4/0/0_ring_0.bin,data/user_4/0/0_timestamp.txt
6,user_4,0,0,10,m,1720481163926366.0,1720481166066466.0,10788,11211,1720481163962022.0,1720481166025940.0,423,low-pass,0.2,0.1,False,next_label_timestamp,data/user_4/0/0_ring_0.bin,data/user_4/0/0_timestamp.txt
7,user_4,0,0,11,g,1720481166066466.0,1720481168129746.0,11211,11633,1720481166088615.0,1720481168109828.0,422,low-pass,0.2,0.1,False,next_label_timestamp,data/user_4/0/0_ring_0.bin,data/user_4/0/0_timestamp.txt
8,user_4,0,0,12,z,1720481168129746.0,1720481172141429.0,11633,12436,1720481168171333.0,1720481172106107.0,803,low-pass,0.2,0.1,False,next_label_timestamp,data/user_4/0/0_ring_0.bin,data/user_4/0/0_timestamp.txt
9,user_4,0,0,13,y,1720481172141429.0,1720481174207848.0,12436,12858,1720481172168844.0,1720481174190123.0,422,low-pass,0.2,0.1,False,next_label_timestamp,data/user_4/0/0_ring_0.bin,data/user_4/0/0_timestamp.txt
