segment_index,user,action,dataset_id,label_index,label,label_timestamp_us,next_label_timestamp_us,start_sample_index,stop_sample_index_exclusive,first_sample_timestamp_us,last_sample_timestamp_us,sample_count,gravity_removal_method,gravity_low_pass_cutoff_hz,gravity_madgwick_beta,is_last_label,segment_end_source,ring_source_path,label_source_path
0,user_12,0,0,1,l,1720649157878643.0,1720649160025824.0,2953,3394,1720649157899905.0,1720649160021658.0,441,low-pass,0.2,0.1,False,next_label_timestamp,data/user_12/0/0_ring_0.bin,data/user_12/0/0_timestamp.txt
1,user_12,0,0,4,j,1720649170888983.0,1720649173517831.0,5564,6101,1720649170904384.0,1720649173514696.0,537,low-pass,0.2,0.1,False,next_label_timestamp,data/user_12/0/0_ring_0.bin,data/user_12/0/0_timestamp.txt
2,user_12,0,0,5,b,1720649173517831.0,1720649176344214.0,6101,6669,1720649173530392.0,1720649176321391.0,568,low-pass,0.2,0.1,False,next_label_timestamp,data/user_12/0/0_ring_0.bin,data/user_12/0/0_timestamp.txt
3,user_12,0,0,6,x,1720649176344214.0,1720649179391702.0,6669,7272,1720649176362661.0,1720649179337176.0,603,low-pass,0.2,0.1,False,next_label_timestamp,data/user_12/0/0_ring_0.bin,data/user_12/0/0_timestamp.txt
4,user_12,0,0,7,e,1720649179391702.0,1720649181682260.0,7272,7734,1720649179431730.0,1720649181652673.0,462,low-pass,0.2,0.1,False,next_label_timestamp,data/user_12/0/0_ring_0.bin,data/user_12/0/0_timestamp.txt
5,user_12,0,0,8,u,1720649181682260.0,1720649184643053.0,7734,8336,1720649181720475.0,1720649184637256.0,602,low-pass,0.2,0.1,False,next_label_timestamp,data/user_12/0/0_ring_0.bin,data/user_12/0/0_timestamp.txt
6,user_12,0,0,9,n,1720649184643053.0,1720649187829322.0,8336,8978,1720649184653134.0,1720649187823322.0,642,low-pass,0.2,0.1,False,next_label_timestamp,data/user_12/0/0_ring_0.bin,data/user_12/0/0_timestamp.txt
7,user_12,0,0,10,m,1720649187829322.0,1720649190937159.0,8978,9601,1720649187843143.0,1720649190911330.0,623,low-pass,0.2,0.1,False,next_label_timestamp,data/user_12/0/0_ring_0.bin,data/user_12/0/0_timestamp.txt
8,user_12,0,0,11,g,1720649190937159.0,1720649193661532.0,9601,10145,1720649190942879.0,1720649193647303.0,544,low-pass,0.2,0.1,False,next_label_timestamp,data/user_12/0/0_ring_0.bin,data/user_12/0/0_timestamp.txt
9,user_12,0,0,12,z,1720649193661532.0,1720649196436385.0,10145,10706,1720649193709900.0,1720649196424959.0,561,low-pass,0.2,0.1,False,next_label_timestamp,data/user_12/0/0_ring_0.bin,data/user_12/0/0_timestamp.txt
