epoch,train_objective_loss,train_phase_ce,train_progress_loss,val_objective_loss,val_phase_ce,val_progress_loss,val_phase_balanced_accuracy,val_progress_sample_balanced_mae,raw_phase_grad_norm,raw_progress_grad_norm,weighted_phase_grad_norm,weighted_progress_grad_norm,weighted_phase_grad_fraction,weighted_progress_grad_fraction,weighted_phase_to_progress_grad_ratio
1,0.04692693981189736,2.361866147505847,0.04692693981189736,0.03726514056324959,2.348745584487915,0.03726514056324959,0.10945668665390954,0.23020452166360522,1.8879704475402832,0.28260618448257446,0.0,0.28260618448257446,0.0,0.9999999999964616,0.0
2,0.03587868421461927,2.3720360544995884,0.03587868421461927,0.03428700566291809,2.355191946029663,0.03428700566291809,0.10993385915240406,0.21946522546192956,1.9593623876571655,0.17396380007266998,0.0,0.17396380007266998,0.0,0.9999999999942516,0.0
3,0.03363623236676296,2.3781088383390654,0.03363623236676296,0.031146761029958725,2.357182025909424,0.031146761029958725,0.10616501501655576,0.20423842233324807,1.960174560546875,0.09291834384202957,0.0,0.09291834384202957,0.0,0.9999999999892378,0.0
4,0.03220761643655329,2.3785802058221552,0.03220761643655329,0.0297907255589962,2.368055582046509,0.0297907255589962,0.10822722692557785,0.19897212679423984,2.011247396469116,0.0509154312312603,0.0,0.0509154312312603,0.0,0.9999999999803596,0.0
5,0.03048814873558929,2.3883870866745966,0.03048814873558929,0.029324116185307503,2.3709681034088135,0.029324116185307503,0.10847792687795468,0.1971211206345331,2.03253436088562,0.05345563963055611,0.0,0.05345563963055611,0.0,0.999999999981293,0.0
6,0.029096162991787397,2.38958277267351,0.029096162991787397,0.029704296961426735,2.3750336170196533,0.029704296961426735,0.10438640583008404,0.19868505568731398,2.0455422401428223,0.06793380528688431,0.0,0.06793380528688431,0.0,0.9999999999852797,0.0
7,0.0284833719572389,2.394555339714746,0.0284833719572389,0.02895437739789486,2.379486322402954,0.02895437739789486,0.10943178858116309,0.19597516741071427,2.0862200260162354,0.06979840993881226,0.0,0.06979840993881226,0.0,0.9999999999856729,0.0
8,0.02764927941132433,2.399330548698438,0.02764927941132433,0.029720216989517212,2.3832411766052246,0.029720216989517212,0.10476870578282489,0.19861069936600942,2.0863125324249268,0.08818698674440384,0.0,0.08818698674440384,0.0,0.9999999999886604,0.0
9,0.02734913963907865,2.4034237291234293,0.02734913963907865,0.028021009638905525,2.3904874324798584,0.028021009638905525,0.10882673616507485,0.19192520020500062,2.1256918907165527,0.05561590567231178,0.0,0.05561590567231178,0.0,0.9999999999820196,0.0
10,0.02671687831066664,2.4052624468548984,0.02671687831066664,0.028351634740829468,2.3878073692321777,0.028351634740829468,0.10626707855644028,0.1938839867001488,2.118274211883545,0.0622653104364872,0.0,0.0622653104364872,0.0,0.9999999999839397,0.0
11,0.02638171664511275,2.4038275576704753,0.02638171664511275,0.02763509750366211,2.387267827987671,0.02763509750366211,0.10561592188175269,0.19072902013385107,2.108189105987549,0.01614014059305191,0.0,0.01614014059305191,0.0,0.9999999999380428,0.0
12,0.025668503905737872,2.4018711625196025,0.025668503905737872,0.027652090415358543,2.386134624481201,0.027652090415358543,0.10404800860501222,0.19064782157776847,2.1033897399902344,0.02840394340455532,0.0,0.02840394340455532,0.0,0.9999999999647937,0.0
13,0.02536687313253621,2.4021594676216376,0.02536687313253621,0.027379769831895828,2.3844032287597656,0.027379769831895828,0.10893856570102452,0.18974596356588697,2.11942458152771,0.020808439701795578,0.0,0.020808439701795578,0.0,0.9999999999519427,0.0
14,0.02496622640979372,2.4030054645571157,0.02496622640979372,0.02732386812567711,2.3878047466278076,0.02732386812567711,0.10951663931697475,0.18952475653754342,2.1363871097564697,0.014561186544597149,0.0,0.014561186544597149,0.0,0.9999999999313243,0.0
15,0.02469458058476448,2.4066474626478764,0.02469458058476448,0.02684146910905838,2.3918514251708984,0.02684146910905838,0.1082697345325722,0.18771032303098648,2.149078845977783,0.021474270150065422,0.0,0.021474270150065422,0.0,0.9999999999534327,0.0
16,0.0243297128869211,2.408801436629435,0.0243297128869211,0.027276331558823586,2.386955499649048,0.027276331558823586,0.10984090632472983,0.18958704812186106,2.160374402999878,0.04500722140073776,0.0,0.04500722140073776,0.0,0.9999999999777813,0.0
17,0.02421259736760861,2.4092934550188496,0.02421259736760861,0.026192961260676384,2.397787570953369,0.026192961260676384,0.10685134950042327,0.18444630456349206,2.200230121612549,0.026578383520245552,0.0,0.026578383520245552,0.0,0.9999999999623755,0.0
18,0.023798499054398882,2.4149512871202217,0.023798499054398882,0.026967540383338928,2.3983442783355713,0.026967540383338928,0.10416310981261374,0.18793124244326637,2.2137343883514404,0.05743733048439026,0.0,0.05743733048439026,0.0,0.9999999999825897,0.0
19,0.02370366901992828,2.4206190819174,0.02370366901992828,0.026164043694734573,2.4090576171875,0.026164043694734573,0.10546593179898489,0.18424583616710843,2.264162540435791,0.02657253108918667,0.0,0.02657253108918667,0.0,0.9999999999623672,0.0
20,0.023492972772061926,2.4268840951476367,0.023492972772061926,0.026006972417235374,2.414815902709961,0.026006972417235374,0.10342099671806544,0.18363336532834976,2.2904999256134033,0.025119313970208168,0.0,0.025119313970208168,0.0,0.9999999999601901,0.0
21,0.023362107231905252,2.4321769506713813,0.023362107231905252,0.02648121491074562,2.410444974899292,0.02648121491074562,0.1073341725809935,0.18641104016985213,2.2810885906219482,0.0745733454823494,0.0,0.0745733454823494,0.0,0.9999999999865903,0.0
22,0.02292118354246867,2.434351591563266,0.02292118354246867,0.026043778285384178,2.418053388595581,0.026043778285384178,0.10947441677225193,0.18395112052796378,2.3186142444610596,0.014498011209070683,0.0,0.014498011209070683,0.0,0.999999999931025,0.0
23,0.022927326613495353,2.438004042318479,0.022927326613495353,0.026061614975333214,2.4183576107025146,0.026061614975333214,0.10808764102621445,0.18424435267372738,2.323657512664795,0.014367091469466686,0.0,0.014367091469466686,0.0,0.9999999999303965,0.0
24,0.022472805005342742,2.4411352854382358,0.022472805005342742,0.02572811394929886,2.422694206237793,0.02572811394929886,0.10792018368951468,0.18282720777723524,2.328457832336426,0.020850716158747673,0.0,0.020850716158747673,0.0,0.99999999995204,0.0
25,0.02238066837178758,2.4433701896010906,0.02238066837178758,0.025244928896427155,2.427734136581421,0.025244928896427155,0.10649994557711642,0.18061495584154885,2.3510448932647705,0.021671820431947708,0.0,0.021671820431947708,0.0,0.9999999999538572,0.0
26,0.02220734017107655,2.4452132255403187,0.02220734017107655,0.02547331526875496,2.4402856826782227,0.02547331526875496,0.103267786962462,0.1817362346346416,2.375896692276001,0.01033451035618782,0.0,0.01033451035618782,0.0,0.9999999999032367,0.0
27,0.021968878026596445,2.4536047609660794,0.021968878026596445,0.025251522660255432,2.4402482509613037,0.025251522660255432,0.10371305979544576,0.1806818644205729,2.412689208984375,0.022186284884810448,0.0,0.022186284884810448,0.0,0.9999999999549272,0.0
28,0.021756900397486817,2.457378111279565,0.021756900397486817,0.02623702771961689,2.439617872238159,0.02623702771961689,0.10513153807561934,0.18548841325063553,2.403517007827759,0.06553883105516434,0.0,0.06553883105516434,0.0,0.9999999999847418,0.0
29,0.021647442177117587,2.4596352597727424,0.021647442177117587,0.02573680877685547,2.446868419647217,0.02573680877685547,0.10287713605619539,0.18284862760513548,2.43034291267395,0.033786140382289886,0.0,0.033786140382289886,0.0,0.9999999999704021,0.0
30,0.021431976714509696,2.4645066248980734,0.021431976714509696,0.0257517509162426,2.450286626815796,0.0257517509162426,0.10304822508119035,0.183212401374938,2.4553308486938477,0.06716557592153549,0.0,0.06716557592153549,0.0,0.9999999999851114,0.0
31,0.021412223276142,2.468916481825653,0.021412223276142,0.025506189092993736,2.455623149871826,0.025506189092993736,0.10459165344083395,0.18254267980181982,2.4811325073242188,0.06149227172136307,0.0,0.06149227172136307,0.0,0.9999999999837378,0.0
32,0.021170705681900763,2.474717435656234,0.021170705681900763,0.024692466482520103,2.4629158973693848,0.024692466482520103,0.10380455134291575,0.17858664194742838,2.527552843093872,0.012039169669151306,0.0,0.012039169669151306,0.0,0.9999999999169378,0.0
33,0.020904303780033953,2.480675325541406,0.020904303780033953,0.024614552035927773,2.4666459560394287,0.024614552035927773,0.10159353740454302,0.1780749275570824,2.5543243885040283,0.020861726254224777,0.0,0.020861726254224777,0.0,0.9999999999520653,0.0
34,0.02084617111222777,2.4834895306322946,0.02084617111222777,0.024338606745004654,2.4682211875915527,0.024338606745004654,0.10527863846632675,0.1767745850578187,2.5668044090270996,0.017770640552043915,0.0,0.017770640552043915,0.0,0.9999999999437275,0.0
35,0.02079321128571095,2.48831651009709,0.02079321128571095,0.02416527271270752,2.4741315841674805,0.02416527271270752,0.10482075716597236,0.1759441920689174,2.5871994495391846,0.05089091137051582,0.0,0.05089091137051582,0.0,0.9999999999803502,0.0
36,0.020433355834521032,2.4914185200623926,0.020433355834521032,0.024346867576241493,2.4750871658325195,0.024346867576241493,0.10110289708684543,0.17740331377301896,2.5775535106658936,0.022331124171614647,0.0,0.022331124171614647,0.0,0.9999999999552195,0.0
37,0.020218857347631822,2.4925809181495704,0.020218857347631822,0.024880265817046165,2.4769186973571777,0.024880265817046165,0.10228724057779434,0.17984947325691344,2.591887950897217,0.04811467230319977,0.0,0.04811467230319977,0.0,0.9999999999792163,0.0
38,0.02028762086546257,2.495001972644957,0.02028762086546257,0.024850400164723396,2.4805173873901367,0.024850400164723396,0.10250128890812138,0.18006573026142422,2.5822057723999023,0.06693806499242783,0.0,0.06693806499242783,0.0,0.9999999999850607,0.0
39,0.02009945281055113,2.495643721184919,0.02009945281055113,0.024192431941628456,2.4796483516693115,0.024192431941628456,0.10247063739124385,0.17673053438701328,2.612668037414551,0.03210359066724777,0.0,0.03210359066724777,0.0,0.9999999999688509,0.0
40,0.019722131050469133,2.4987944280424133,0.019722131050469133,0.02486218884587288,2.4847586154937744,0.02486218884587288,0.10048645390379249,0.17964717320033483,2.632138252258301,0.07235236465930939,0.0,0.07235236465930939,0.0,0.9999999999861787,0.0
41,0.019833031326865782,2.5025221862399025,0.019833031326865782,0.025284800678491592,2.489668369293213,0.025284800678491592,0.1001079255591586,0.1823480696905227,2.659391164779663,0.11179374903440475,0.0,0.11179374903440475,0.0,0.9999999999910549,0.0
42,0.01978104105684105,2.5087103466158687,0.01978104105684105,0.02460317313671112,2.496622085571289,0.02460317313671112,0.09927309108216888,0.17925198872884116,2.676772117614746,0.07205362617969513,0.0,0.07205362617969513,0.0,0.9999999999861213,0.0
43,0.019571318392114467,2.509770231690136,0.019571318392114467,0.02418038621544838,2.492259979248047,0.02418038621544838,0.10063107375610139,0.17669341677711123,2.6548705101013184,0.02136954478919506,0.0,0.02136954478919506,0.0,0.9999999999532045,0.0
44,0.019204549180430307,2.5112878812569965,0.019204549180430307,0.023577120155096054,2.49993896484375,0.023577120155096054,0.10069765617402204,0.1740328168112134,2.693422794342041,0.0236904826015234,0.0,0.0236904826015234,0.0,0.999999999957789,0.0
45,0.019211259694600063,2.5188919032912658,0.019211259694600063,0.023646149784326553,2.5062646865844727,0.023646149784326553,0.10228400344130087,0.1742247324141245,2.7291109561920166,0.049342986196279526,0.0,0.049342986196279526,0.0,0.9999999999797338,0.0
46,0.019252753459083848,2.523897487407297,0.019252753459083848,0.023473607376217842,2.5038890838623047,0.023473607376217842,0.10260754552225168,0.17378829774402438,2.725748062133789,0.01673811487853527,0.0,0.01673811487853527,0.0,0.9999999999402562,0.0
47,0.018851167046290255,2.5232317833399813,0.018851167046290255,0.024786995723843575,2.5073788166046143,0.024786995723843575,0.10134051039767397,0.17933209737141928,2.699794292449951,0.08951037377119064,0.0,0.08951037377119064,0.0,0.999999999988828,0.0
48,0.019072205713098922,2.5230886915669792,0.019072205713098922,0.025158563628792763,2.509354829788208,0.025158563628792763,0.09904516152649094,0.18121675461057632,2.7096939086914062,0.11857669800519943,0.0,0.11857669800519943,0.0,0.9999999999915666,0.0
49,0.019001524933900768,2.527491286371333,0.019001524933900768,0.02404080703854561,2.5102527141571045,0.02404080703854561,0.10191417093706572,0.1767924021160792,2.7281851768493652,0.047528479248285294,0.0,0.047528479248285294,0.0,0.99999999997896,0.0
50,0.018408686926078673,2.530005023729781,0.018408686926078673,0.023215092718601227,2.5032784938812256,0.023215092718601227,0.10095265726347144,0.17294891296871126,2.6907877922058105,0.04258798062801361,0.0,0.04258798062801361,0.0,0.9999999999765192,0.0
51,0.018708760572818593,2.5199528881276536,0.018708760572818593,0.023374874144792557,2.4978575706481934,0.023374874144792557,0.10035035914610621,0.17346996731228298,2.6833739280700684,0.10048741102218628,0.0,0.10048741102218628,0.0,0.9999999999900484,0.0
52,0.018950037828128843,2.5236821888646244,0.018950037828128843,0.02309291996061802,2.512422561645508,0.02309291996061802,0.1002315231527227,0.1721519288562593,2.713538885116577,0.019303757697343826,0.0,0.019303757697343826,0.0,0.9999999999481967,0.0
