epoch,train_objective_loss,train_phase_ce,train_progress_loss,val_objective_loss,val_phase_ce,val_progress_loss,val_phase_balanced_accuracy,val_progress_sample_balanced_mae,raw_phase_grad_norm,raw_progress_grad_norm,weighted_phase_grad_norm,weighted_progress_grad_norm,weighted_phase_grad_fraction,weighted_progress_grad_fraction,weighted_phase_to_progress_grad_ratio
1,2.3388997269169187,2.290984208325306,0.0479155283055802,2.1856546588242054,2.142868995666504,0.04278566315770149,0.22336584119867756,0.25182887486049105,0.7595484256744385,0.0786537155508995,0.7595484256744385,0.0786537155508995,0.9061637859373342,0.0938362140614728,9.656866434660062
2,2.1524298100791577,2.1113317624221777,0.04109802776739232,2.1100544668734074,2.0729312896728516,0.0371231772005558,0.25157035320100296,0.23275444999573722,0.6264711022377014,0.07335900515317917,0.6264711022377014,0.07335900515317917,0.895175980028106,0.10482401997046502,8.539798228193558
3,2.0611510711774974,2.0257922765925502,0.03535878478762615,2.0470021218061447,2.01310396194458,0.033898159861564636,0.27964946419651604,0.21832013508630177,0.46478480100631714,0.04193960875272751,0.46478480100631714,0.04193960875272751,0.9172338889820058,0.08276611101602088,11.082239792354
4,1.999614807086229,1.9673539615539184,0.03226085076438786,2.0133062452077866,1.9816302061080933,0.0316760390996933,0.2865641990985924,0.2085225090147957,0.3794226348400116,0.03177619352936745,0.3794226348400116,0.03177619352936745,0.9227230445760277,0.07727695542154046,11.940468403725262
5,1.9562162544559079,1.92565694692418,0.03055931296257267,1.9786780569702387,1.9481643438339233,0.030513713136315346,0.2986574513562422,0.20274634588332402,0.3101133406162262,0.05746821314096451,0.3101133406162262,0.05746821314096451,0.8436586043167735,0.1563413956805061,5.396258621268578
6,1.9140841956803392,1.8843667954462942,0.02971739110996924,1.9661868661642075,1.9356887340545654,0.03049813210964203,0.3016781356932075,0.20279160756913442,0.3457784652709961,0.06268604844808578,0.3457784652709961,0.06268604844808578,0.8465324493474993,0.15346755065005263,5.516035446895982
7,1.883896832211703,1.8546361377440304,0.02926067600472351,1.9431938994675875,1.9132510423660278,0.02994285710155964,0.3159064327329359,0.20067859831310453,0.4297647178173065,0.030324531719088554,0.4297647178173065,0.030324531719088554,0.934089892883655,0.06591010711417164,14.172179863625328
8,1.8546213916985386,1.8263237940054546,0.02829763646239155,1.9403202254325151,1.910839319229126,0.029480906203389168,0.3164415328317842,0.1993102573213123,0.37673258781433105,0.03697577491402626,0.37673258781433105,0.03697577491402626,0.9106235738840616,0.08937642611352127,10.188632656924629
9,1.8274637860808642,1.7998478248484573,0.027615977861564254,1.9182967897504568,1.8889718055725098,0.029324984177947044,0.3186092467466985,0.1985484834701296,0.5396233797073364,0.03624904155731201,0.5396233797073364,0.03624904155731201,0.9370536941521803,0.06294630584608327,14.886555795944878
10,1.8036694005516434,1.7770070098148156,0.02666238981672593,1.9106915015727282,1.8820759057998657,0.028615595772862434,0.32464378811779,0.19538746182880704,0.46426838636398315,0.0247613824903965,0.46426838636398315,0.0247613824903965,0.9493663084164532,0.05063369158150199,18.749695681381933
11,1.782745516033468,1.7565033760005144,0.026242149099322893,1.8982911445200443,1.8701039552688599,0.028187189251184464,0.3285200196551791,0.19354676443433005,0.4709548056125641,0.028473155573010445,0.4709548056125641,0.028473155573010445,0.9429884632282862,0.05701153676971151,16.540309499184538
12,1.7582066824432083,1.7325673585504344,0.025639339114528103,1.9098524153232574,1.8802722692489624,0.029580146074295044,0.32889340592528155,0.19915169004410033,0.5265141129493713,0.07478763163089752,0.5265141129493713,0.07478763163089752,0.875623790707646,0.12437620929069101,7.040122831283894
13,1.7402153355734689,1.7149644394544643,0.025250908590070967,1.8873577006161213,1.8592777252197266,0.02807997539639473,0.333093190515521,0.19319030216761998,0.3706248700618744,0.06370243430137634,0.3706248700618744,0.06370243430137634,0.8533308091333996,0.146669190864298,5.818064476196142
14,1.7194513542106353,1.6946967879178807,0.02475456474749644,1.9049567803740501,1.876042127609253,0.02891465276479721,0.3398276378307847,0.19533360193646143,0.45250967144966125,0.06322585046291351,0.45250967144966125,0.06322585046291351,0.8774064461774486,0.12259355382061252,7.157035739802875
