epoch,target_grad_ratio,calibration_ratio_median,kappa,warmup_scale,regularizer_multiplier,effective_lambda_p2,effective_lambda_a1,train_task_loss,train_p2,train_a1,train_base_regularizer,train_weighted_regularizer,train_total_loss,train_weighted_reg_to_task_loss_ratio,val_wholecount_ba,val_wholecount_loss,val_objective_loss,last_progress_epoch,epochs_since_progress,early_stop_triggered,first_batch_task_hidden_grad_norm,first_batch_base_reg_hidden_grad_norm,first_batch_base_reg_to_task_hidden_grad_ratio,first_batch_effective_reg_to_task_hidden_grad_ratio,first_batch_task_reg_hidden_grad_cosine,train_p2_hidden_1,train_p2_hidden_2
1,0.2,0.054865776658645574,3.6452596168341063,0.1,0.36452596168341067,0.003645259616834107,0.03645259616834107,2.481504902371851,0.0005502844885654472,0.040116710867251874,0.004017174132120204,0.001464364271756845,2.482969275440078,0.0005901113757047946,0.08928571428571429,2.462933301925659,2.462933301925659,1,0,False,0.03154249320907209,0.0017008634885590295,0.05392292477596019,0.0196563060107391,0.02563342025366413,0.00013599652753302927,0.0009645724528037948
2,0.2,0.054865776658645574,3.6452596168341063,0.2,0.7290519233668213,0.007290519233668214,0.07290519233668213,2.424563486686877,0.0005252910912174751,0.038844325193388325,0.0038896855680198247,0.0028357828278799836,2.427399261477892,0.0011696055159830154,0.11706349206349208,2.4409661293029785,2.4409661293029785,2,0,False,,,,,,0.00013957335994372116,0.0009110088326099446
3,0.2,0.054865776658645574,3.6452596168341063,0.3,1.0935778850502318,0.010935778850502318,0.10935778850502319,2.3758647692183006,0.0005423786231234875,0.03989663185381848,0.003995087180886155,0.004368938958487135,2.3802337063774597,0.001838883683571178,0.1132936507936508,2.401134967803955,2.401134967803955,3,0,False,,,,,,0.0001424968662872516,0.0009422603704671659
4,0.2,0.054865776658645574,3.6452596168341063,0.4,1.4581038467336427,0.014581038467336428,0.14581038467336427,2.316904529647039,0.000562395016903622,0.040988069656024494,0.004104431053758206,0.005984686905752207,2.3228892282856926,0.0025830528747181154,0.11388888888888889,2.3478617668151855,2.3478617668151855,4,0,False,,,,,,0.00014541970857754894,0.0009793703269578913
5,0.2,0.054865776658645574,3.6452596168341063,0.5,1.8226298084170531,0.01822629808417053,0.18226298084170534,2.265362229076392,0.0005687752071561263,0.04177268398300506,0.004182956206312535,0.007623980749917831,2.272986199072019,0.003365457696814427,0.1349206349206349,2.331247568130493,2.331247568130493,5,0,False,0.033665304097551314,0.0016466906938564245,0.04891358441571893,0.08915135699261315,0.011156768526796894,0.00014808044152028968,0.0009894699486222586
6,0.2,0.054865776658645574,3.6452596168341063,0.6,2.1871557701004636,0.021871557701004636,0.21871557701004637,2.2191096837672433,0.0005590450175935258,0.04194312422775155,0.0041999029959014994,0.009185841884111373,2.2282955798347723,0.004139426704009125,0.1482142857142857,2.3172965049743652,2.3172965049743652,6,0,False,,,,,,0.00015070707271342036,0.0009673829723418836
7,0.2,0.054865776658645574,3.6452596168341063,0.7,2.5516817317838743,0.025516817317838742,0.2551681731783874,2.1693245523357554,0.0005393957385790122,0.04208836898771908,0.004214230863130595,0.010753376074391778,2.1800779270428183,0.004957015796835656,0.14556878306878307,2.3076512813568115,2.3076512813568115,7,0,False,,,,,,0.00015332243724272502,0.0009254690206797213
8,0.2,0.054865776658645574,3.6452596168341063,0.8,2.9162076934672854,0.029162076934672855,0.29162076934672854,2.1249925384423,0.0005156460934256086,0.04189336461475097,0.004194493044052344,0.012232013413820434,2.1372245113123305,0.005756261818588297,0.15185185185185182,2.3050050735473633,2.3050050735473633,8,0,False,,,,,,0.00015555629050363138,0.0008757358948698527
9,0.2,0.054865776658645574,3.6452596168341063,0.9,3.2807336551506956,0.03280733655150696,0.3280733655150696,2.079624674611576,0.0005080847529671997,0.042205886065754754,0.0042256696988057455,0.013863296706466688,2.093488006706697,0.006666249384185644,0.14986772486772484,2.2934730052948,2.2934730052948,9,0,False,,,,,,0.00015807713798917316,0.0008580923548710441
10,0.2,0.054865776658645574,3.6452596168341063,1.0,3.6452596168341063,0.03645259616834106,0.36452596168341067,2.0380637736000415,0.0005027992130303675,0.04216891818274319,0.004221919967300818,0.015389994384717715,2.0534537798771555,0.007551282047240743,0.1687169312169312,2.292677879333496,2.292677879333496,10,0,False,0.04758381789511445,0.0015261772542091655,0.03207345105374283,0.11691605589871405,0.022217903886345574,0.00016183794395242321,0.0008437604806305786
11,0.2,0.054865776658645574,3.6452596168341063,1.0,3.6452596168341063,0.03645259616834106,0.36452596168341067,2.0019346151417587,0.0004900365357772927,0.04172780723174755,0.004177681087450527,0.015228732224560235,2.0171633316604693,0.007607007796047263,0.15482804232804234,2.2992427349090576,2.2992427349090576,10,1,False,,,,,,0.0001666725926205801,0.0008134004806622016
12,0.2,0.054865776658645574,3.6452596168341063,1.0,3.6452596168341063,0.03645259616834106,0.36452596168341067,1.966229065355048,0.0004823641353022314,0.041386350720043645,0.0041434586147510045,0.015103982575558344,1.9813330647457077,0.007681700388673164,0.1687169312169312,2.298954725265503,2.298954725265503,10,2,False,,,,,,0.00017106255602368864,0.0007936657015065921
13,0.2,0.054865776658645574,3.6452596168341063,1.0,3.6452596168341063,0.03645259616834106,0.36452596168341067,1.9289500813886344,0.00046889923802270793,0.040802742548530564,0.004084963295384344,0.014890751710062183,1.9438408336212631,0.007719614858743499,0.1287037037037037,2.3043203353881836,2.3043203353881836,10,3,False,,,,,,0.0001750627653625202,0.0007627357138888253
14,0.2,0.054865776658645574,3.6452596168341063,1.0,3.6452596168341063,0.03645259616834106,0.36452596168341067,1.9011509662651154,0.0004609470587687025,0.04007300528699272,0.004011910042457809,0.014624453800539654,1.9157754168452987,0.007692421096505534,0.1544973544973545,2.306767225265503,2.306767225265503,10,4,False,,,,,,0.00017879817663073194,0.0007430959438621395
15,0.2,0.054865776658645574,3.6452596168341063,1.0,3.6452596168341063,0.03645259616834106,0.36452596168341067,1.872602976538023,0.0004595380291268999,0.04014786886189152,0.004019382231822318,0.014651691525046058,1.8872546809060233,0.007824238083896134,0.12533068783068782,2.2960498332977295,2.2960498332977295,10,5,False,,,,,,0.0001831768872707252,0.0007358991727112711
16,0.2,0.054865776658645574,3.6452596168341063,1.0,3.6452596168341063,0.03645259616834106,0.36452596168341067,1.832514986113714,0.0004656923362358494,0.040956075619040584,0.004100264510117382,0.014946528814617615,1.847461521933288,0.008156292814999183,0.12334656084656083,2.290130615234375,2.290130615234375,16,0,False,,,,,,0.00018733042047243637,0.0007440542554556554
17,0.2,0.054865776658645574,3.6452596168341063,1.0,3.6452596168341063,0.03645259616834106,0.36452596168341067,1.8030155053852757,0.0004690384109369872,0.04125922739428826,0.004130613246352353,0.015057157542357757,1.8180726598339114,0.008351097091170207,0.14914021164021166,2.290027618408203,2.290027618408203,17,0,False,,,,,,0.00019076323508274566,0.0007473135756957064
18,0.2,0.054865776658645574,3.6452596168341063,1.0,3.6452596168341063,0.03645259616834106,0.36452596168341067,1.765884087746402,0.0004683112125605723,0.04162633637040084,0.0041673168733959666,0.015190951856375767,1.781075037079711,0.008602462620161134,0.13445767195767194,2.268793821334839,2.268793821334839,18,0,False,,,,,,0.00019393929111728806,0.0007426831421439124
19,0.2,0.054865776658645574,3.6452596168341063,1.0,3.6452596168341063,0.03645259616834106,0.36452596168341067,1.7320987780204944,0.00046981356881932386,0.042065385517483116,0.004211236853809729,0.015351051663444498,1.7474498344575682,0.00886268835140467,0.13247354497354497,2.2650868892669678,2.2650868892669678,19,0,False,,,,,,0.00019838956790105015,0.0007412375808331198
20,0.2,0.054865776658645574,3.6452596168341063,1.0,3.6452596168341063,0.03645259616834106,0.36452596168341067,1.6952624729291093,0.0004922521320951497,0.04291437513703118,0.004296360127050782,0.015661348043756622,1.710923835455653,0.00923830279608362,0.16164021164021164,2.260134220123291,2.260134220123291,20,0,False,0.02902567679381129,0.0015459300225547385,0.053260774366658485,0.1941493499600933,-0.27743916035477434,0.00020440775328920915,0.0007800964965996382
21,0.2,0.054865776658645574,3.6452596168341063,1.0,3.6452596168341063,0.03645259616834106,0.36452596168341067,1.6647569936236908,0.0005054360923534435,0.04342451537742877,0.004347505937963596,0.015847788016005657,1.6806048185607858,0.009519580381224073,0.1269179894179894,2.264941453933716,2.264941453933716,20,1,False,,,,,,0.0002092127437515364,0.0008016594488449433
22,0.2,0.054865776658645574,3.6452596168341063,1.0,3.6452596168341063,0.03645259616834106,0.36452596168341067,1.6467161387871958,0.0004975848126733313,0.042944037443645645,0.0042993795846407775,0.015672354694462275,1.6623884882656104,0.009517338371387398,0.13988095238095238,2.262300491333008,2.262300491333008,20,2,False,,,,,,0.000212745560275426,0.0007824240682771664
23,0.2,0.054865776658645574,3.6452596168341063,1.0,3.6452596168341063,0.03645259616834106,0.36452596168341067,1.6230638408825033,0.0004895163645684117,0.04229548143258193,0.004234443406659385,0.015435645444937397,1.638499450560486,0.009510189960577658,0.1607142857142857,2.261880397796631,2.261880397796631,20,3,False,,,,,,0.00021695422797893428,0.0007620785137311444
24,0.2,0.054865776658645574,3.6452596168341063,1.0,3.6452596168341063,0.03645259616834106,0.36452596168341067,1.6011033427489605,0.0004925767341292048,0.04267620785793421,0.004272546530212315,0.015574541503945029,1.6166779024465565,0.009727380543222678,0.13849206349206347,2.2656874656677246,2.2656874656677246,20,4,False,,,,,,0.00022109890056705092,0.000764054577559611
25,0.2,0.054865776658645574,3.6452596168341063,1.0,3.6452596168341063,0.03645259616834106,0.36452596168341067,1.5716068414320428,0.0005007742529633982,0.04293694769684706,0.0042987026261380535,0.015669887064733316,1.5872767492744064,0.009970615201989684,0.18154761904761904,2.235691785812378,2.235691785812378,25,0,False,,,,,,0.00022522752003831606,0.0007763209876166769
26,0.2,0.054865776658645574,3.6452596168341063,1.0,3.6452596168341063,0.03645259616834106,0.36452596168341067,1.5548855248909192,0.0005128967305028206,0.0435526643955051,0.004360395542180835,0.015894773715975568,1.5707802813557872,0.010222471983646926,0.1621031746031746,2.2389028072357178,2.2389028072357178,25,1,False,,,,,,0.00022988427903165756,0.0007959091711289244
27,0.2,0.054865776658645574,3.6452596168341063,1.0,3.6452596168341063,0.03645259616834106,0.36452596168341067,1.52909575579704,0.0005187236837379108,0.04374108542391642,0.004379295714347016,0.0159636694591704,1.5450594125639345,0.010439940990385753,0.16488095238095238,2.2647316455841064,2.2647316455841064,25,2,False,,,,,,0.00023478240325422589,0.0008026649590370064
28,0.2,0.054865776658645574,3.6452596168341063,1.0,3.6452596168341063,0.03645259616834106,0.36452596168341067,1.5175530151327794,0.0005222954243307744,0.04340379590909165,0.004345602662063712,0.015840849911284323,1.5333938434489212,0.010438416156353072,0.15515873015873013,2.271345853805542,2.271345853805542,25,3,False,,,,,,0.00023935242789868016,0.0008052384076886866
29,0.2,0.054865776658645574,3.6452596168341063,1.0,3.6452596168341063,0.03645259616834106,0.36452596168341067,1.499467603926404,0.0005279278033813734,0.04328991413731994,0.004334270761776299,0.01579954194324973,1.515267179467797,0.010536767784697795,0.14821428571428572,2.247715473175049,2.247715473175049,25,4,False,,,,,,0.00024336769110615335,0.0008124879430322275
30,0.2,0.054865776658645574,3.6452596168341063,1.0,3.6452596168341063,0.03645259616834106,0.36452596168341067,1.480203249778682,0.0005259450349520744,0.043518554156392865,0.004357115022129605,0.015882815045213227,1.4960860682846961,0.010730158204684394,0.17242063492063495,2.241678476333618,2.241678476333618,25,5,False,0.02800865545727799,0.0013814258765874096,0.049321392049486934,0.17978927868403746,-0.04944246088128379,0.0002476544118015073,0.0008042356613085713
31,0.2,0.054865776658645574,3.6452596168341063,1.0,3.6452596168341063,0.03645259616834106,0.36452596168341067,1.4642522644873535,0.0005305409573219723,0.044001509549285375,0.0044054563699062535,0.01605903256761484,1.4803112804787089,0.010967394729102391,0.16904761904761903,2.2401018142700195,2.2401018142700195,25,6,False,,,,,,0.00025295827084636916,0.0008081236583494907
32,0.2,0.054865776658645574,3.6452596168341063,1.0,3.6452596168341063,0.03645259616834106,0.36452596168341067,1.44850891407919,0.0005418124589960855,0.044137248817491447,0.004419143002307148,0.016108923647777145,1.4646178436771728,0.011121038670319477,0.16547619047619047,2.2493324279785156,2.2493324279785156,25,7,False,,,,,,0.0002592197122108816,0.0008244052107154156
33,0.2,0.054865776658645574,3.6452596168341063,1.0,3.6452596168341063,0.03645259616834106,0.36452596168341067,1.423564741410405,0.0005553437078495072,0.04419963593352682,0.004425517188805106,0.016132159035159164,1.439696919282004,0.011332227165991858,0.18988095238095237,2.2449281215667725,2.2449281215667725,33,0,False,,,,,,0.0002650629817496139,0.0008456244245820748
34,0.2,0.054865776658645574,3.6452596168341063,1.0,3.6452596168341063,0.03645259616834106,0.36452596168341067,1.406292075749724,0.0005530827472759042,0.0439479752297861,0.004400328457317028,0.016040339745363147,1.4223324364105723,0.011406122541657432,0.16825396825396824,2.245337963104248,2.245337963104248,33,1,False,,,,,,0.00027042251955293017,0.0008357429458950478
