segment_index,user,action,dataset_id,label_index,label,label_timestamp_us,next_label_timestamp_us,start_sample_index,stop_sample_index_exclusive,first_sample_timestamp_us,last_sample_timestamp_us,sample_count,gravity_removal_method,gravity_low_pass_cutoff_hz,gravity_madgwick_beta,is_last_label,segment_end_source,ring_source_path,label_source_path
0,user_8,0,0,0,s,1720657718629092.0,1720657720168056.0,1025,1339,1720657718668721.0,1720657720166936.0,314,low-pass,0.2,0.1,False,next_label_timestamp,data/user_8/0/0_ring_0.bin,data/user_8/0/0_timestamp.txt
1,user_8,0,0,2,t,1720657728355801.0,1720657730234932.0,2979,3355,1720657728369395.0,1720657730207665.0,376,low-pass,0.2,0.1,False,next_label_timestamp,data/user_8/0/0_ring_0.bin,data/user_8/0/0_timestamp.txt
2,user_8,0,0,3,f,1720657730234932.0,1720657731931237.0,3355,3696,1720657730265066.0,1720657731919130.0,341,low-pass,0.2,0.1,False,next_label_timestamp,data/user_8/0/0_ring_0.bin,data/user_8/0/0_timestamp.txt
3,user_8,0,0,4,j,1720657731931237.0,1720657733782162.0,3696,4077,1720657731966049.0,1720657733776943.0,381,low-pass,0.2,0.1,False,next_label_timestamp,data/user_8/0/0_ring_0.bin,data/user_8/0/0_timestamp.txt
4,user_8,0,0,5,b,1720657733782162.0,1720657735468965.0,4077,4412,1720657733806595.0,1720657735463625.0,335,low-pass,0.2,0.1,False,next_label_timestamp,data/user_8/0/0_ring_0.bin,data/user_8/0/0_timestamp.txt
5,user_8,0,0,6,x,1720657735468965.0,1720657737138335.0,4412,4741,1720657735478133.0,1720657737105573.0,329,low-pass,0.2,0.1,False,next_label_timestamp,data/user_8/0/0_ring_0.bin,data/user_8/0/0_timestamp.txt
6,user_8,0,0,7,e,1720657737138335.0,1720657738493073.0,4741,5021,1720657737152765.0,1720657738484021.0,280,low-pass,0.2,0.1,False,next_label_timestamp,data/user_8/0/0_ring_0.bin,data/user_8/0/0_timestamp.txt
7,user_8,0,0,8,u,1720657738493073.0,1720657740263608.0,5021,5370,1720657738505945.0,1720657740253461.0,349,low-pass,0.2,0.1,False,next_label_timestamp,data/user_8/0/0_ring_0.bin,data/user_8/0/0_timestamp.txt
8,user_8,0,0,9,n,1720657740263608.0,1720657741894568.0,5370,5704,1720657740267879.0,1720657741885514.0,334,low-pass,0.2,0.1,False,next_label_timestamp,data/user_8/0/0_ring_0.bin,data/user_8/0/0_timestamp.txt
9,user_8,0,0,10,m,1720657741894568.0,1720657743790828.0,5704,6086,1720657741908167.0,1720657743781307.0,382,low-pass,0.2,0.1,False,next_label_timestamp,data/user_8/0/0_ring_0.bin,data/user_8/0/0_timestamp.txt
10,user_8,0,0,11,g,1720657743790828.0,1720657746125499.0,6086,6549,1720657743805992.0,1720657746107355.0,463,low-pass,0.2,0.1,False,next_label_timestamp,data/user_8/0/0_ring_0.bin,data/user_8/0/0_timestamp.txt
11,user_8,0,0,12,z,1720657746125499.0,1720657747802148.0,6549,6889,1720657746155665.0,1720657747785659.0,340,low-pass,0.2,0.1,False,next_label_timestamp,data/user_8/0/0_ring_0.bin,data/user_8/0/0_timestamp.txt
12,user_8,0,0,13,y,1720657747802148.0,1720657749956533.0,6889,7312,1720657747805956.0,1720657749907392.0,423,low-pass,0.2,0.1,False,next_label_timestamp,data/user_8/0/0_ring_0.bin,data/user_8/0/0_timestamp.txt
13,user_8,0,0,14,r,1720657749956533.0,1720657751510867.0,7312,7634,1720657749965831.0,1720657751507483.0,322,low-pass,0.2,0.1,False,next_label_timestamp,data/user_8/0/0_ring_0.bin,data/user_8/0/0_timestamp.txt
14,user_8,0,0,15,c,1720657751510867.0,1720657752794010.0,7634,7894,1720657751561356.0,1720657752792938.0,260,low-pass,0.2,0.1,False,next_label_timestamp,data/user_8/0/0_ring_0.bin,data/user_8/0/0_timestamp.txt
15,user_8,0,0,16,o,1720657752794010.0,1720657754691293.0,7894,8276,1720657752816716.0,1720657754674717.0,382,low-pass,0.2,0.1,False,next_label_timestamp,data/user_8/0/0_ring_0.bin,data/user_8/0/0_timestamp.txt
16,user_8,0,0,17,i,1720657754691293.0,1720657756806640.0,8276,8697,1720657754707430.0,1720657756776287.0,421,low-pass,0.2,0.1,False,next_label_timestamp,data/user_8/0/0_ring_0.bin,data/user_8/0/0_timestamp.txt
17,user_8,0,0,18,d,1720657756806640.0,1720657758724724.0,8697,9080,1720657756806640.0,1720657758705880.0,383,low-pass,0.2,0.1,False,next_label_timestamp,data/user_8/0/0_ring_0.bin,data/user_8/0/0_timestamp.txt
18,user_8,0,0,19,h,1720657758724724.0,1720657761189255.0,9080,9568,1720657758765705.0,1720657761182351.0,488,low-pass,0.2,0.1,False,next_label_timestamp,data/user_8/0/0_ring_0.bin,data/user_8/0/0_timestamp.txt
19,user_8,0,0,20,w,1720657761189255.0,1720657763091177.0,9568,9963,1720657761197103.0,1720657763089141.0,395,low-pass,0.2,0.1,False,next_label_timestamp,data/user_8/0/0_ring_0.bin,data/user_8/0/0_timestamp.txt
20,user_8,0,0,21,q,1720657763091177.0,1720657765083854.0,9963,10354,1720657763106298.0,1720657765082849.0,391,low-pass,0.2,0.1,False,next_label_timestamp,data/user_8/0/0_ring_0.bin,data/user_8/0/0_timestamp.txt
21,user_8,0,0,22,a,1720657765083854.0,1720657767456136.0,10354,10828,1720657765083854.0,1720657767415925.0,474,low-pass,0.2,0.1,False,next_label_timestamp,data/user_8/0/0_ring_0.bin,data/user_8/0/0_timestamp.txt
22,user_8,0,0,23,p,1720657767456136.0,1720657769799561.0,10828,11309,1720657767463016.0,1720657769794310.0,481,low-pass,0.2,0.1,False,next_label_timestamp,data/user_8/0/0_ring_0.bin,data/user_8/0/0_timestamp.txt
23,user_8,0,0,24,k,1720657769799561.0,1720657771929253.0,11309,11732,1720657769809925.0,1720657771908135.0,423,low-pass,0.2,0.1,False,next_label_timestamp,data/user_8/0/0_ring_0.bin,data/user_8/0/0_timestamp.txt
24,user_8,0,0,25,v,1720657771929253.0,,11732,12053,1720657771954619.0,1720657773507405.0,321,low-pass,0.2,0.1,True,ring_recording_end,data/user_8/0/0_ring_0.bin,data/user_8/0/0_timestamp.txt
25,user_8,0,1,0,S,1720657815966530.0,1720657817660880.0,1075,1416,1720657815978816.0,1720657817607538.0,341,low-pass,0.2,0.1,False,next_label_timestamp,data/user_8/0/1_ring_0.bin,data/user_8/0/1_timestamp.txt
26,user_8,0,1,1,L,1720657817660880.0,1720657819865341.0,1416,1864,1720657817680283.0,1720657819864331.0,448,low-pass,0.2,0.1,False,next_label_timestamp,data/user_8/0/1_ring_0.bin,data/user_8/0/1_timestamp.txt
