segment_index,user,action,dataset_id,label_index,label,label_timestamp_us,next_label_timestamp_us,start_sample_index,stop_sample_index_exclusive,first_sample_timestamp_us,last_sample_timestamp_us,sample_count,gravity_removal_method,gravity_low_pass_cutoff_hz,gravity_madgwick_beta,is_last_label,segment_end_source,ring_source_path,label_source_path
0,user_9,0,0,2,t,1720740982381094.0,1720740985672921.0,3999,4661,1720740982440079.0,1720740985665961.0,662,low-pass,0.2,0.1,False,next_label_timestamp,data/user_9/0/0_ring_0.bin,data/user_9/0/0_timestamp.txt
1,user_9,0,0,5,b,1720740999852971.0,1720741001871677.0,7501,7910,1720740999854106.0,1720741001861357.0,409,low-pass,0.2,0.1,False,next_label_timestamp,data/user_9/0/0_ring_0.bin,data/user_9/0/0_timestamp.txt
2,user_9,0,0,6,x,1720741001871677.0,1720741003358791.0,7910,8212,1720741001875980.0,1720741003351312.0,302,low-pass,0.2,0.1,False,next_label_timestamp,data/user_9/0/0_ring_0.bin,data/user_9/0/0_timestamp.txt
3,user_9,0,0,7,e,1720741003358791.0,1720741004854993.0,8212,8513,1720741003365905.0,1720741004852679.0,301,low-pass,0.2,0.1,False,next_label_timestamp,data/user_9/0/0_ring_0.bin,data/user_9/0/0_timestamp.txt
4,user_9,0,0,8,u,1720741004854993.0,1720741006733407.0,8513,8880,1720741004866228.0,1720741006682449.0,367,low-pass,0.2,0.1,False,next_label_timestamp,data/user_9/0/0_ring_0.bin,data/user_9/0/0_timestamp.txt
5,user_9,0,0,9,n,1720741006733407.0,1720741008195678.0,8880,9181,1720741006733407.0,1720741008168352.0,301,low-pass,0.2,0.1,False,next_label_timestamp,data/user_9/0/0_ring_0.bin,data/user_9/0/0_timestamp.txt
6,user_9,0,0,10,m,1720741008195678.0,1720741010251194.0,9181,9591,1720741008232419.0,1720741010249160.0,410,low-pass,0.2,0.1,False,next_label_timestamp,data/user_9/0/0_ring_0.bin,data/user_9/0/0_timestamp.txt
7,user_9,0,0,11,g,1720741010251194.0,1720741012311683.0,9591,10005,1720741010263661.0,1720741012269146.0,414,low-pass,0.2,0.1,False,next_label_timestamp,data/user_9/0/0_ring_0.bin,data/user_9/0/0_timestamp.txt
8,user_9,0,0,12,z,1720741012311683.0,1720741013813391.0,10005,10306,1720741012332251.0,1720741013771922.0,301,low-pass,0.2,0.1,False,next_label_timestamp,data/user_9/0/0_ring_0.bin,data/user_9/0/0_timestamp.txt
9,user_9,0,0,13,y,1720741013813391.0,1720741016057748.0,10306,10763,1720741013833103.0,1720741016050079.0,457,low-pass,0.2,0.1,False,next_label_timestamp,data/user_9/0/0_ring_0.bin,data/user_9/0/0_timestamp.txt
10,user_9,0,0,14,r,1720741016057748.0,1720741017584790.0,10763,11070,1720741016063759.0,1720741017571341.0,307,low-pass,0.2,0.1,False,next_label_timestamp,data/user_9/0/0_ring_0.bin,data/user_9/0/0_timestamp.txt
11,user_9,0,0,15,c,1720741017584790.0,1720741019492888.0,11070,11451,1720741017632691.0,1720741019470455.0,381,low-pass,0.2,0.1,False,next_label_timestamp,data/user_9/0/0_ring_0.bin,data/user_9/0/0_timestamp.txt
12,user_9,0,0,16,o,1720741019492888.0,1720741022335833.0,11451,12015,1720741019532560.0,1720741022331549.0,564,low-pass,0.2,0.1,False,next_label_timestamp,data/user_9/0/0_ring_0.bin,data/user_9/0/0_timestamp.txt
