segment_index,user,action,dataset_id,label_index,label,label_timestamp_us,next_label_timestamp_us,start_sample_index,stop_sample_index_exclusive,first_sample_timestamp_us,last_sample_timestamp_us,sample_count,is_last_label,segment_end_source,ring_source_path,label_source_path
0,user_20,0,0,1,l,1720634847032446.0,1720634851288878.0,2049,2913,1720634847042601.0,1720634851278784.0,864,False,next_label_timestamp,data/user_20/0/0_ring_0.bin,data/user_20/0/0_timestamp.txt
1,user_20,0,0,4,j,1720634867126516.0,1720634869830969.0,6087,6629,1720634867148306.0,1720634869765614.0,542,False,next_label_timestamp,data/user_20/0/0_ring_0.bin,data/user_20/0/0_timestamp.txt
2,user_20,0,0,5,b,1720634869830969.0,1720634872806599.0,6629,7232,1720634869842264.0,1720634872785959.0,603,False,next_label_timestamp,data/user_20/0/0_ring_0.bin,data/user_20/0/0_timestamp.txt
3,user_20,0,0,6,x,1720634872806599.0,1720634875532135.0,7232,7774,1720634872837772.0,1720634875470773.0,542,False,next_label_timestamp,data/user_20/0/0_ring_0.bin,data/user_20/0/0_timestamp.txt
4,user_20,0,0,7,e,1720634875532135.0,1720634878379058.0,7774,8357,1720634875549306.0,1720634878373664.0,583,False,next_label_timestamp,data/user_20/0/0_ring_0.bin,data/user_20/0/0_timestamp.txt
5,user_20,0,0,8,u,1720634878379058.0,1720634880977379.0,8357,8879,1720634878444455.0,1720634880967982.0,522,False,next_label_timestamp,data/user_20/0/0_ring_0.bin,data/user_20/0/0_timestamp.txt
6,user_20,0,0,9,n,1720634880977379.0,1720634883510842.0,8879,9381,1720634881045936.0,1720634883464410.0,502,False,next_label_timestamp,data/user_20/0/0_ring_0.bin,data/user_20/0/0_timestamp.txt
7,user_20,0,0,10,m,1720634883510842.0,1720634886226854.0,9381,9924,1720634883553396.0,1720634886163944.0,543,False,next_label_timestamp,data/user_20/0/0_ring_0.bin,data/user_20/0/0_timestamp.txt
8,user_20,0,0,11,g,1720634886226854.0,1720634889395456.0,9924,10567,1720634886234942.0,1720634889376055.0,643,False,next_label_timestamp,data/user_20/0/0_ring_0.bin,data/user_20/0/0_timestamp.txt
9,user_20,0,0,12,z,1720634889395456.0,1720634892122443.0,10567,11109,1720634889438869.0,1720634892064406.0,542,False,next_label_timestamp,data/user_20/0/0_ring_0.bin,data/user_20/0/0_timestamp.txt
10,user_20,0,0,13,y,1720634892122443.0,1720634894714223.0,11109,11631,1720634892136389.0,1720634894664886.0,522,False,next_label_timestamp,data/user_20/0/0_ring_0.bin,data/user_20/0/0_timestamp.txt
11,user_20,0,0,14,r,1720634894714223.0,1720634896911847.0,11631,12073,1720634894737021.0,1720634896884977.0,442,False,next_label_timestamp,data/user_20/0/0_ring_0.bin,data/user_20/0/0_timestamp.txt
12,user_20,0,0,16,o,1720634900618877.0,1720634903723474.0,12817,13439,1720634900640406.0,1720634903675936.0,622,False,next_label_timestamp,data/user_20/0/0_ring_0.bin,data/user_20/0/0_timestamp.txt
