segment_index,user,action,dataset_id,label_index,label,label_timestamp_us,next_label_timestamp_us,start_sample_index,stop_sample_index_exclusive,first_sample_timestamp_us,last_sample_timestamp_us,sample_count,gravity_removal_method,gravity_low_pass_cutoff_hz,gravity_madgwick_beta,is_last_label,segment_end_source,ring_source_path,label_source_path
0,user_17,0,0,0,s,1720394240653251.0,1720394245031767.0,1175,1712,1720394240657917.0,1720394245024861.0,537,low-pass,0.2,0.1,False,next_label_timestamp,data/user_17/0/0_ring_0.bin,data/user_17/0/0_timestamp.txt
1,user_17,0,0,1,l,1720394245031767.0,1720394247068729.0,1712,1963,1720394245043764.0,1720394247046599.0,251,low-pass,0.2,0.1,False,next_label_timestamp,data/user_17/0/0_ring_0.bin,data/user_17/0/0_timestamp.txt
2,user_17,0,0,2,t,1720394247068729.0,1720394249595281.0,1963,2286,1720394247078647.0,1720394249568762.0,323,low-pass,0.2,0.1,False,next_label_timestamp,data/user_17/0/0_ring_0.bin,data/user_17/0/0_timestamp.txt
3,user_17,0,0,6,x,1720394272761271.0,1720394274720947.0,5240,5470,1720394272769415.0,1720394274706593.0,230,low-pass,0.2,0.1,False,next_label_timestamp,data/user_17/0/0_ring_0.bin,data/user_17/0/0_timestamp.txt
4,user_17,0,0,7,e,1720394274720947.0,1720394276638427.0,5470,5713,1720394274721987.0,1720394276625323.0,243,low-pass,0.2,0.1,False,next_label_timestamp,data/user_17/0/0_ring_0.bin,data/user_17/0/0_timestamp.txt
5,user_17,0,0,8,u,1720394276638427.0,1720394278530076.0,5713,5942,1720394276641660.0,1720394278507287.0,229,low-pass,0.2,0.1,False,next_label_timestamp,data/user_17/0/0_ring_0.bin,data/user_17/0/0_timestamp.txt
6,user_17,0,0,9,n,1720394278530076.0,1720394280408602.0,5942,6171,1720394278540757.0,1720394280365071.0,229,low-pass,0.2,0.1,False,next_label_timestamp,data/user_17/0/0_ring_0.bin,data/user_17/0/0_timestamp.txt
7,user_17,0,0,10,m,1720394280408602.0,1720394283420924.0,6171,6551,1720394280411409.0,1720394283416658.0,380,low-pass,0.2,0.1,False,next_label_timestamp,data/user_17/0/0_ring_0.bin,data/user_17/0/0_timestamp.txt
8,user_17,0,0,11,g,1720394283420924.0,1720394287095933.0,6551,7020,1720394283423912.0,1720394287057822.0,469,low-pass,0.2,0.1,False,next_label_timestamp,data/user_17/0/0_ring_0.bin,data/user_17/0/0_timestamp.txt
9,user_17,0,0,12,z,1720394287095933.0,1720394289247603.0,7020,7298,1720394287104632.0,1720394289236707.0,278,low-pass,0.2,0.1,False,next_label_timestamp,data/user_17/0/0_ring_0.bin,data/user_17/0/0_timestamp.txt
10,user_17,0,0,13,y,1720394289247603.0,1720394291624932.0,7298,7610,1720394289256863.0,1720394291605996.0,312,low-pass,0.2,0.1,False,next_label_timestamp,data/user_17/0/0_ring_0.bin,data/user_17/0/0_timestamp.txt
11,user_17,0,0,14,r,1720394291624932.0,1720394293682221.0,7610,7883,1720394291636866.0,1720394293677676.0,273,low-pass,0.2,0.1,False,next_label_timestamp,data/user_17/0/0_ring_0.bin,data/user_17/0/0_timestamp.txt
12,user_17,0,0,15,c,1720394293682221.0,1720394295547227.0,7883,8122,1720394293692714.0,1720394295536560.0,239,low-pass,0.2,0.1,False,next_label_timestamp,data/user_17/0/0_ring_0.bin,data/user_17/0/0_timestamp.txt
13,user_17,0,0,16,o,1720394295547227.0,1720394297694677.0,8122,8404,1720394295551722.0,1720394297680227.0,282,low-pass,0.2,0.1,False,next_label_timestamp,data/user_17/0/0_ring_0.bin,data/user_17/0/0_timestamp.txt
14,user_17,0,0,17,i,1720394297694677.0,1720394299981336.0,8404,8707,1720394297707005.0,1720394299955390.0,303,low-pass,0.2,0.1,False,next_label_timestamp,data/user_17/0/0_ring_0.bin,data/user_17/0/0_timestamp.txt
15,user_17,0,0,18,d,1720394299981336.0,1720394302603492.0,8707,9042,1720394299986609.0,1720394302566923.0,335,low-pass,0.2,0.1,False,next_label_timestamp,data/user_17/0/0_ring_0.bin,data/user_17/0/0_timestamp.txt
16,user_17,0,0,19,h,1720394302603492.0,1720394305554155.0,9042,9410,1720394302607074.0,1720394305548664.0,368,low-pass,0.2,0.1,False,next_label_timestamp,data/user_17/0/0_ring_0.bin,data/user_17/0/0_timestamp.txt
17,user_17,0,0,20,w,1720394305554155.0,1720394307917638.0,9410,9702,1720394305578637.0,1720394307888296.0,292,low-pass,0.2,0.1,False,next_label_timestamp,data/user_17/0/0_ring_0.bin,data/user_17/0/0_timestamp.txt
18,user_17,0,0,21,q,1720394307917638.0,1720394310503275.0,9702,10030,1720394307917638.0,1720394310476674.0,328,low-pass,0.2,0.1,False,next_label_timestamp,data/user_17/0/0_ring_0.bin,data/user_17/0/0_timestamp.txt
19,user_17,0,0,22,a,1720394310503275.0,1720394312906819.0,10030,10344,1720394310517107.0,1720394312894964.0,314,low-pass,0.2,0.1,False,next_label_timestamp,data/user_17/0/0_ring_0.bin,data/user_17/0/0_timestamp.txt
20,user_17,0,0,23,p,1720394312906819.0,1720394315184548.0,10344,10636,1720394312928196.0,1720394315174985.0,292,low-pass,0.2,0.1,False,next_label_timestamp,data/user_17/0/0_ring_0.bin,data/user_17/0/0_timestamp.txt
21,user_17,0,0,24,k,1720394315184548.0,1720394317437101.0,10636,10921,1720394315206394.0,1720394317404020.0,285,low-pass,0.2,0.1,False,next_label_timestamp,data/user_17/0/0_ring_0.bin,data/user_17/0/0_timestamp.txt
22,user_17,0,0,25,v,1720394317437101.0,,10921,11197,1720394317437101.0,1720394319576892.0,276,low-pass,0.2,0.1,True,ring_recording_end,data/user_17/0/0_ring_0.bin,data/user_17/0/0_timestamp.txt
23,user_17,0,1,0,S,1720394354040916.0,1720394356570741.0,336,641,1720394354041993.0,1720394356567412.0,305,low-pass,0.2,0.1,False,next_label_timestamp,data/user_17/0/1_ring_0.bin,data/user_17/0/1_timestamp.txt
24,user_17,0,1,1,L,1720394356570741.0,1720394358140594.0,641,832,1720394356612382.0,1720394358114658.0,191,low-pass,0.2,0.1,False,next_label_timestamp,data/user_17/0/1_ring_0.bin,data/user_17/0/1_timestamp.txt
25,user_17,0,1,2,T,1720394358140594.0,1720394359842227.0,832,1042,1720394358141675.0,1720394359836717.0,210,low-pass,0.2,0.1,False,next_label_timestamp,data/user_17/0/1_ring_0.bin,data/user_17/0/1_timestamp.txt
26,user_17,0,1,3,F,1720394359842227.0,1720394361388309.0,1042,1231,1720394359848060.0,1720394361372907.0,189,low-pass,0.2,0.1,False,next_label_timestamp,data/user_17/0/1_ring_0.bin,data/user_17/0/1_timestamp.txt
27,user_17,0,1,4,J,1720394361388309.0,1720394362983528.0,1231,1435,1720394361399194.0,1720394362980361.0,204,low-pass,0.2,0.1,False,next_label_timestamp,data/user_17/0/1_ring_0.bin,data/user_17/0/1_timestamp.txt
28,user_17,0,1,5,B,1720394362983528.0,1720394365245036.0,1435,1720,1720394363027832.0,1720394365237476.0,285,low-pass,0.2,0.1,False,next_label_timestamp,data/user_17/0/1_ring_0.bin,data/user_17/0/1_timestamp.txt
29,user_17,0,1,6,X,1720394365245036.0,1720394367214739.0,1720,1977,1720394365252719.0,1720394367171339.0,257,low-pass,0.2,0.1,False,next_label_timestamp,data/user_17/0/1_ring_0.bin,data/user_17/0/1_timestamp.txt
30,user_17,0,1,7,E,1720394367214739.0,1720394369400648.0,1977,2246,1720394367217536.0,1720394369358110.0,269,low-pass,0.2,0.1,False,next_label_timestamp,data/user_17/0/1_ring_0.bin,data/user_17/0/1_timestamp.txt
31,user_17,0,1,8,U,1720394369400648.0,1720394371438198.0,2246,2502,1720394369403547.0,1720394371436889.0,256,low-pass,0.2,0.1,False,next_label_timestamp,data/user_17/0/1_ring_0.bin,data/user_17/0/1_timestamp.txt
32,user_17,0,1,9,N,1720394371438198.0,1720394374184779.0,2502,2862,1720394371448773.0,1720394374159663.0,360,low-pass,0.2,0.1,False,next_label_timestamp,data/user_17/0/1_ring_0.bin,data/user_17/0/1_timestamp.txt
33,user_17,0,1,10,M,1720394374184779.0,1720394376454697.0,2862,3142,1720394374204731.0,1720394376446951.0,280,low-pass,0.2,0.1,False,next_label_timestamp,data/user_17/0/1_ring_0.bin,data/user_17/0/1_timestamp.txt
34,user_17,0,1,11,G,1720394376454697.0,1720394379178246.0,3142,3490,1720394376509613.0,1720394379168184.0,348,low-pass,0.2,0.1,False,next_label_timestamp,data/user_17/0/1_ring_0.bin,data/user_17/0/1_timestamp.txt
35,user_17,0,1,12,Z,1720394379178246.0,1720394381713826.0,3490,3800,1720394379207743.0,1720394381703738.0,310,low-pass,0.2,0.1,False,next_label_timestamp,data/user_17/0/1_ring_0.bin,data/user_17/0/1_timestamp.txt
36,user_17,0,1,13,Y,1720394381713826.0,1720394383961887.0,3800,4081,1720394381737818.0,1720394383941766.0,281,low-pass,0.2,0.1,False,next_label_timestamp,data/user_17/0/1_ring_0.bin,data/user_17/0/1_timestamp.txt
37,user_17,0,1,14,R,1720394383961887.0,1720394387230590.0,4081,4495,1720394383968145.0,1720394387228426.0,414,low-pass,0.2,0.1,False,next_label_timestamp,data/user_17/0/1_ring_0.bin,data/user_17/0/1_timestamp.txt
38,user_17,0,1,15,C,1720394387230590.0,1720394389501862.0,4495,4768,1720394387244543.0,1720394389459930.0,273,low-pass,0.2,0.1,False,next_label_timestamp,data/user_17/0/1_ring_0.bin,data/user_17/0/1_timestamp.txt
39,user_17,0,1,16,O,1720394389501862.0,1720394392936886.0,4768,5202,1720394389503954.0,1720394392922230.0,434,low-pass,0.2,0.1,False,next_label_timestamp,data/user_17/0/1_ring_0.bin,data/user_17/0/1_timestamp.txt
40,user_17,0,1,17,I,1720394392936886.0,1720394394698241.0,5202,5421,1720394392942560.0,1720394394676621.0,219,low-pass,0.2,0.1,False,next_label_timestamp,data/user_17/0/1_ring_0.bin,data/user_17/0/1_timestamp.txt
41,user_17,0,1,18,D,1720394394698241.0,1720394396768847.0,5421,5693,1720394394707436.0,1720394396767359.0,272,low-pass,0.2,0.1,False,next_label_timestamp,data/user_17/0/1_ring_0.bin,data/user_17/0/1_timestamp.txt
42,user_17,0,1,19,H,1720394396768847.0,1720394398763797.0,5693,5942,1720394396826348.0,1720394398755814.0,249,low-pass,0.2,0.1,False,next_label_timestamp,data/user_17/0/1_ring_0.bin,data/user_17/0/1_timestamp.txt
43,user_17,0,1,20,W,1720394398763797.0,1720394400568323.0,5942,6171,1720394398786753.0,1720394400544623.0,229,low-pass,0.2,0.1,False,next_label_timestamp,data/user_17/0/1_ring_0.bin,data/user_17/0/1_timestamp.txt
44,user_17,0,1,21,Q,1720394400568323.0,1720394402808817.0,6171,6465,1720394400577546.0,1720394402807633.0,294,low-pass,0.2,0.1,False,next_label_timestamp,data/user_17/0/1_ring_0.bin,data/user_17/0/1_timestamp.txt
45,user_17,0,1,22,A,1720394402808817.0,1720394405028729.0,6465,6745,1720394402823307.0,1720394405012718.0,280,low-pass,0.2,0.1,False,next_label_timestamp,data/user_17/0/1_ring_0.bin,data/user_17/0/1_timestamp.txt
46,user_17,0,1,23,P,1720394405028729.0,1720394406705037.0,6745,6953,1720394405042578.0,1720394406698653.0,208,low-pass,0.2,0.1,False,next_label_timestamp,data/user_17/0/1_ring_0.bin,data/user_17/0/1_timestamp.txt
47,user_17,0,1,24,K,1720394406705037.0,1720394408404686.0,6953,7166,1720394406716404.0,1720394408366424.0,213,low-pass,0.2,0.1,False,next_label_timestamp,data/user_17/0/1_ring_0.bin,data/user_17/0/1_timestamp.txt
48,user_17,0,1,25,V,1720394408404686.0,,7166,7381,1720394408411552.0,1720394410004929.0,215,low-pass,0.2,0.1,True,ring_recording_end,data/user_17/0/1_ring_0.bin,data/user_17/0/1_timestamp.txt
49,user_17,0,2,0,d,1720394440907350.0,1720394443192202.0,175,441,1720394440929156.0,1720394443164017.0,266,low-pass,0.2,0.1,False,next_label_timestamp,data/user_17/0/2_ring_0.bin,data/user_17/0/2_timestamp.txt
50,user_17,0,2,1,j,1720394443192202.0,1720394444864878.0,441,646,1720394443207399.0,1720394444857288.0,205,low-pass,0.2,0.1,False,next_label_timestamp,data/user_17/0/2_ring_0.bin,data/user_17/0/2_timestamp.txt
51,user_17,0,2,2,f,1720394444864878.0,1720394446653432.0,646,867,1720394444904206.0,1720394446642747.0,221,low-pass,0.2,0.1,False,next_label_timestamp,data/user_17/0/2_ring_0.bin,data/user_17/0/2_timestamp.txt
52,user_17,0,2,3,u,1720394446653432.0,1720394448592703.0,867,1114,1720394446664716.0,1720394448587169.0,247,low-pass,0.2,0.1,False,next_label_timestamp,data/user_17/0/2_ring_0.bin,data/user_17/0/2_timestamp.txt
53,user_17,0,2,4,t,1720394448592703.0,1720394450371573.0,1114,1340,1720394448637869.0,1720394450351632.0,226,low-pass,0.2,0.1,False,next_label_timestamp,data/user_17/0/2_ring_0.bin,data/user_17/0/2_timestamp.txt
54,user_17,0,2,5,o,1720394450371573.0,1720394451999091.0,1340,1539,1720394450382640.0,1720394451976777.0,199,low-pass,0.2,0.1,False,next_label_timestamp,data/user_17/0/2_ring_0.bin,data/user_17/0/2_timestamp.txt
55,user_17,0,2,6,k,1720394451999091.0,1720394454090112.0,1539,1801,1720394452020868.0,1720394454055000.0,262,low-pass,0.2,0.1,False,next_label_timestamp,data/user_17/0/2_ring_0.bin,data/user_17/0/2_timestamp.txt
56,user_17,0,2,7,x,1720394454090112.0,1720394455545904.0,1801,1990,1720394454102818.0,1720394455542771.0,189,low-pass,0.2,0.1,False,next_label_timestamp,data/user_17/0/2_ring_0.bin,data/user_17/0/2_timestamp.txt
57,user_17,0,2,8,v,1720394455545904.0,1720394456764808.0,1990,2138,1720394455575178.0,1720394456756723.0,148,low-pass,0.2,0.1,False,next_label_timestamp,data/user_17/0/2_ring_0.bin,data/user_17/0/2_timestamp.txt
58,user_17,0,2,9,p,1720394456764808.0,1720394458276636.0,2138,2318,1720394456802807.0,1720394458271353.0,180,low-pass,0.2,0.1,False,next_label_timestamp,data/user_17/0/2_ring_0.bin,data/user_17/0/2_timestamp.txt
59,user_17,0,2,10,c,1720394458276636.0,1720394459443924.0,2318,2457,1720394458318516.0,1720394459440741.0,139,low-pass,0.2,0.1,False,next_label_timestamp,data/user_17/0/2_ring_0.bin,data/user_17/0/2_timestamp.txt
60,user_17,0,2,11,a,1720394459443924.0,1720394461093495.0,2457,2664,1720394459456583.0,1720394461059091.0,207,low-pass,0.2,0.1,False,next_label_timestamp,data/user_17/0/2_ring_0.bin,data/user_17/0/2_timestamp.txt
61,user_17,0,2,12,l,1720394461093495.0,1720394462531649.0,2664,2848,1720394461103742.0,1720394462529655.0,184,low-pass,0.2,0.1,False,next_label_timestamp,data/user_17/0/2_ring_0.bin,data/user_17/0/2_timestamp.txt
62,user_17,0,2,13,h,1720394462531649.0,1720394464019467.0,2848,3028,1720394462535635.0,1720394463997972.0,180,low-pass,0.2,0.1,False,next_label_timestamp,data/user_17/0/2_ring_0.bin,data/user_17/0/2_timestamp.txt
63,user_17,0,2,14,y,1720394464019467.0,1720394465437958.0,3028,3196,1720394464045786.0,1720394465405287.0,168,low-pass,0.2,0.1,False,next_label_timestamp,data/user_17/0/2_ring_0.bin,data/user_17/0/2_timestamp.txt
64,user_17,0,2,15,q,1720394465437958.0,1720394467091941.0,3196,3401,1720394465446337.0,1720394467061664.0,205,low-pass,0.2,0.1,False,next_label_timestamp,data/user_17/0/2_ring_0.bin,data/user_17/0/2_timestamp.txt
65,user_17,0,2,16,r,1720394467091941.0,1720394468924183.0,3401,3615,1720394467104837.0,1720394468903978.0,214,low-pass,0.2,0.1,False,next_label_timestamp,data/user_17/0/2_ring_0.bin,data/user_17/0/2_timestamp.txt
66,user_17,0,2,17,b,1720394468924183.0,1720394470769646.0,3615,3832,1720394468938191.0,1720394470761518.0,217,low-pass,0.2,0.1,False,next_label_timestamp,data/user_17/0/2_ring_0.bin,data/user_17/0/2_timestamp.txt
67,user_17,0,2,18,i,1720394470769646.0,1720394472651957.0,3832,4074,1720394470792264.0,1720394472648641.0,242,low-pass,0.2,0.1,False,next_label_timestamp,data/user_17/0/2_ring_0.bin,data/user_17/0/2_timestamp.txt
68,user_17,0,2,19,m,1720394472651957.0,1720394474612071.0,4074,4315,1720394472710825.0,1720394474572508.0,241,low-pass,0.2,0.1,False,next_label_timestamp,data/user_17/0/2_ring_0.bin,data/user_17/0/2_timestamp.txt
69,user_17,0,2,20,z,1720394474612071.0,1720394476248150.0,4315,4512,1720394474618603.0,1720394476239870.0,197,low-pass,0.2,0.1,False,next_label_timestamp,data/user_17/0/2_ring_0.bin,data/user_17/0/2_timestamp.txt
70,user_17,0,2,21,g,1720394476248150.0,1720394478369402.0,4512,4777,1720394476256963.0,1720394478354280.0,265,low-pass,0.2,0.1,False,next_label_timestamp,data/user_17/0/2_ring_0.bin,data/user_17/0/2_timestamp.txt
71,user_17,0,2,22,w,1720394478369402.0,1720394479937957.0,4777,4969,1720394478371702.0,1720394479897720.0,192,low-pass,0.2,0.1,False,next_label_timestamp,data/user_17/0/2_ring_0.bin,data/user_17/0/2_timestamp.txt
72,user_17,0,2,23,s,1720394479937957.0,1720394481302505.0,4969,5130,1720394479939528.0,1720394481253046.0,161,low-pass,0.2,0.1,False,next_label_timestamp,data/user_17/0/2_ring_0.bin,data/user_17/0/2_timestamp.txt
