objective_eval,train_task_ce,train_total_objective
1.0,2.951570987701416,2.9535233974456787
2.0,2.797109365463257,2.799056053161621
3.0,2.39643931388855,2.398371458053589
4.0,2.1788785457611084,2.180819034576416
5.0,1.6525415182113647,1.65464186668396
6.0,1.1550312042236328,1.158237338066101
7.0,0.8471114635467529,0.8515664935112
8.0,0.6723573803901672,0.6775299906730652
9.0,0.49578139185905457,0.5026912689208984
10.0,0.4481046795845032,0.4564250707626343
11.0,0.3981435000896454,0.4098820090293884
12.0,0.3678542971611023,0.38242092728614807
13.0,0.35440540313720703,0.37156108021736145
14.0,0.3343818485736847,0.3550250232219696
15.0,0.30397671461105347,0.33250224590301514
16.0,0.2728091776371002,0.30667805671691895
17.0,0.2511814534664154,0.2872302830219269
18.0,0.22810529172420502,0.2646667957305908
19.0,0.22133831679821014,0.256232351064682
20.0,0.21258191764354706,0.24724605679512024
21.0,0.20746368169784546,0.24003660678863525
22.0,0.20324760675430298,0.23460009694099426
23.0,0.19411347806453705,0.22457200288772583
24.0,0.18313203752040863,0.2153521478176117
25.0,0.17093734443187714,0.20699188113212585
26.0,0.1597849726676941,0.19999337196350098
27.0,0.1485869288444519,0.19291847944259644
28.0,0.1375804990530014,0.18556737899780273
29.0,0.12711495161056519,0.1777399182319641
30.0,0.12165600061416626,0.17214545607566833
31.0,0.11997346580028534,0.1687808334827423
32.0,0.11968962848186493,0.1647859811782837
33.0,0.11830044537782669,0.16132338345050812
34.0,0.11406116932630539,0.15709060430526733
35.0,0.10700773447751999,0.15314537286758423
36.0,0.10000684857368469,0.1502649188041687
37.0,0.0945867970585823,0.1482122540473938
38.0,0.09068013727664948,0.1462080478668213
39.0,0.08923763036727905,0.1444590836763382
40.0,0.08947557210922241,0.14285197854042053
41.0,0.08964242041110992,0.14171290397644043
42.0,0.08935901522636414,0.14001284539699554
43.0,0.08740831166505814,0.13873128592967987
44.0,0.0855182483792305,0.13801078498363495
45.0,0.08353117108345032,0.13746613264083862
46.0,0.0821840837597847,0.13698431849479675
47.0,0.08135128766298294,0.13648080825805664
48.0,0.08119458705186844,0.13599981367588043
49.0,0.08133654296398163,0.13555103540420532
50.0,0.08146753907203674,0.13511498272418976
51.0,0.08141074329614639,0.13475188612937927
52.0,0.08095511049032211,0.13447919487953186
53.0,0.08008814603090286,0.13419735431671143
54.0,0.07932458817958832,0.13393642008304596
55.0,0.07868695259094238,0.13371312618255615
56.0,0.07829253375530243,0.1335529088973999
57.0,0.07822009921073914,0.13340513408184052
58.0,0.07788056135177612,0.1332571655511856
59.0,0.07809210568666458,0.13315396010875702
60.0,0.07772714644670486,0.13303744792938232
61.0,0.07751251757144928,0.1329515427350998
62.0,0.07718215882778168,0.13282382488250732
63.0,0.0772974044084549,0.13276307284832
64.0,0.07729391008615494,0.13270169496536255
65.0,0.07756956666707993,0.1326114535331726
66.0,0.0775974839925766,0.1325567364692688
67.0,0.07746817916631699,0.13250821828842163
68.0,0.07718715071678162,0.1324717253446579
69.0,0.076662577688694,0.13241739571094513
70.0,0.07612497359514236,0.13236066699028015
71.0,0.07572609931230545,0.13231442868709564
72.0,0.07584968954324722,0.13226602971553802
73.0,0.07631593942642212,0.13223299384117126
74.0,0.07667291909456253,0.13221117854118347
75.0,0.07713444530963898,0.13218837976455688
76.0,0.07699402421712875,0.13215984404087067
77.0,0.07687714695930481,0.13212886452674866
78.0,0.07625457644462585,0.13210231065750122
79.0,0.07645083218812943,0.13207514584064484
80.0,0.07627782970666885,0.1320478618144989
81.0,0.0761614441871643,0.13201753795146942
82.0,0.07614540308713913,0.13200590014457703
83.0,0.07614166289567947,0.13198596239089966
84.0,0.07628907263278961,0.13197073340415955
85.0,0.07629446685314178,0.13195529580116272
86.0,0.07632334530353546,0.13194619119167328
87.0,0.07634878158569336,0.131937175989151
88.0,0.07632388174533844,0.1319303959608078
89.0,0.07628753781318665,0.13191956281661987
90.0,0.07608092576265335,0.13191774487495422
91.0,0.07616052031517029,0.13190889358520508
92.0,0.07618440687656403,0.13190613687038422
93.0,0.07620767503976822,0.13190245628356934
94.0,0.07624410092830658,0.13189798593521118
95.0,0.07626636326313019,0.13189196586608887
96.0,0.07632876187562943,0.13188982009887695
97.0,0.07627075910568237,0.1318841576576233
98.0,0.0762430876493454,0.13188207149505615
99.0,0.07620568573474884,0.13187918066978455
100.0,0.07619451731443405,0.13187868893146515
