objective_eval,train_task_ce,train_total_objective
1.0,2.533459186553955,2.5354840755462646
2.0,2.5172626972198486,2.5192835330963135
3.0,2.3904383182525635,2.392470598220825
4.0,1.9330073595046997,1.9368681907653809
5.0,1.496748447418213,1.5089126825332642
6.0,1.1811513900756836,1.209614634513855
7.0,0.9777852892875671,1.0273505449295044
8.0,0.7321914434432983,0.8321684002876282
9.0,0.6420347690582275,0.7716303467750549
10.0,0.611872673034668,0.7501310110092163
11.0,0.5962526798248291,0.7361796498298645
12.0,0.5793647766113281,0.7165718078613281
13.0,0.5627842545509338,0.6972150802612305
14.0,0.5387886762619019,0.6723937392234802
15.0,0.5102627277374268,0.6497615575790405
16.0,0.4835892617702484,0.6358287930488586
17.0,0.46354830265045166,0.627411425113678
18.0,0.44502711296081543,0.6201525926589966
19.0,0.4285242557525635,0.6123223900794983
20.0,0.4194985330104828,0.6068523526191711
21.0,0.4214874804019928,0.6033173203468323
22.0,0.4285222291946411,0.600581169128418
23.0,0.42887672781944275,0.5990297198295593
24.0,0.4233200252056122,0.5956340432167053
25.0,0.41606035828590393,0.5937318205833435
26.0,0.40666887164115906,0.5926821231842041
27.0,0.4041673243045807,0.5915910005569458
28.0,0.40483713150024414,0.5911405682563782
29.0,0.4061375856399536,0.5905386209487915
30.0,0.4056493043899536,0.5900127291679382
31.0,0.40447279810905457,0.5895580649375916
32.0,0.40279972553253174,0.5893433094024658
33.0,0.40187689661979675,0.5892269611358643
34.0,0.4014878571033478,0.58903968334198
35.0,0.40140077471733093,0.5889568328857422
36.0,0.40183237195014954,0.588918924331665
37.0,0.4020550549030304,0.5888975858688354
38.0,0.40199917554855347,0.5888760089874268
39.0,0.40174880623817444,0.5888593196868896
40.0,0.4015141427516937,0.5888485908508301
41.0,0.4014565646648407,0.5888418555259705
42.0,0.401536762714386,0.5888363122940063
43.0,0.40161842107772827,0.5888329744338989
44.0,0.40167975425720215,0.5888312458992004
45.0,0.40167686343193054,0.5888304114341736
46.0,0.4016490578651428,0.588829755783081
47.0,0.4016317129135132,0.5888291597366333
48.0,0.4016179144382477,0.5888289213180542
49.0,0.4016242027282715,0.5888288617134094
50.0,0.4016288220882416,0.5888288021087646
51.0,0.40164393186569214,0.5888286828994751
52.0,0.4016396105289459,0.5888286828994751
