segment_index,user,action,dataset_id,label_index,label,label_timestamp_us,next_label_timestamp_us,start_sample_index,stop_sample_index_exclusive,first_sample_timestamp_us,last_sample_timestamp_us,sample_count,gravity_removal_method,gravity_low_pass_cutoff_hz,gravity_madgwick_beta,is_last_label,segment_end_source,ring_source_path,label_source_path
0,user_7,0,0,0,s,1720303817088299.0,1720303819647550.0,342,857,1720303817137571.0,1720303819635444.0,515,low-pass,0.2,0.1,False,next_label_timestamp,data/user_7/0/0_ring_0.bin,data/user_7/0/0_timestamp.txt
1,user_7,0,0,1,l,1720303819647550.0,1720303821400333.0,857,1205,1720303819648552.0,1720303821361625.0,348,low-pass,0.2,0.1,False,next_label_timestamp,data/user_7/0/0_ring_0.bin,data/user_7/0/0_timestamp.txt
2,user_7,0,0,2,t,1720303821400333.0,1720303823802126.0,1205,1688,1720303821438278.0,1720303823781499.0,483,low-pass,0.2,0.1,False,next_label_timestamp,data/user_7/0/0_ring_0.bin,data/user_7/0/0_timestamp.txt
3,user_7,0,0,3,f,1720303823802126.0,1720303826110478.0,1688,2150,1720303823828117.0,1720303826065578.0,462,low-pass,0.2,0.1,False,next_label_timestamp,data/user_7/0/0_ring_0.bin,data/user_7/0/0_timestamp.txt
4,user_7,0,0,4,j,1720303826110478.0,1720303828310999.0,2150,2592,1720303826126439.0,1720303828266930.0,442,low-pass,0.2,0.1,False,next_label_timestamp,data/user_7/0/0_ring_0.bin,data/user_7/0/0_timestamp.txt
5,user_7,0,0,5,b,1720303828310999.0,1720303830691606.0,2592,3074,1720303828331519.0,1720303830671630.0,482,low-pass,0.2,0.1,False,next_label_timestamp,data/user_7/0/0_ring_0.bin,data/user_7/0/0_timestamp.txt
6,user_7,0,0,6,x,1720303830691606.0,1720303832911900.0,3074,3516,1720303830733776.0,1720303832870478.0,442,low-pass,0.2,0.1,False,next_label_timestamp,data/user_7/0/0_ring_0.bin,data/user_7/0/0_timestamp.txt
7,user_7,0,0,7,e,1720303832911900.0,1720303835009864.0,3516,3938,1720303832932055.0,1720303834973148.0,422,low-pass,0.2,0.1,False,next_label_timestamp,data/user_7/0/0_ring_0.bin,data/user_7/0/0_timestamp.txt
8,user_7,0,0,8,u,1720303835009864.0,1720303837242707.0,3938,4386,1720303835034311.0,1720303837238831.0,448,low-pass,0.2,0.1,False,next_label_timestamp,data/user_7/0/0_ring_0.bin,data/user_7/0/0_timestamp.txt
9,user_7,0,0,9,n,1720303837242707.0,1720303839676549.0,4386,4882,1720303837253215.0,1720303839666961.0,496,low-pass,0.2,0.1,False,next_label_timestamp,data/user_7/0/0_ring_0.bin,data/user_7/0/0_timestamp.txt
10,user_7,0,0,10,m,1720303839676549.0,1720303842653363.0,4882,5479,1720303839744238.0,1720303842646640.0,597,low-pass,0.2,0.1,False,next_label_timestamp,data/user_7/0/0_ring_0.bin,data/user_7/0/0_timestamp.txt
11,user_7,0,0,11,g,1720303842653363.0,1720303845170306.0,5479,5981,1720303842661952.0,1720303845160178.0,502,low-pass,0.2,0.1,False,next_label_timestamp,data/user_7/0/0_ring_0.bin,data/user_7/0/0_timestamp.txt
12,user_7,0,0,12,z,1720303845170306.0,1720303847530357.0,5981,6455,1720303845176868.0,1720303847525969.0,474,low-pass,0.2,0.1,False,next_label_timestamp,data/user_7/0/0_ring_0.bin,data/user_7/0/0_timestamp.txt
13,user_7,0,0,13,y,1720303847530357.0,1720303850251651.0,6455,7004,1720303847540916.0,1720303850240514.0,549,low-pass,0.2,0.1,False,next_label_timestamp,data/user_7/0/0_ring_0.bin,data/user_7/0/0_timestamp.txt
14,user_7,0,0,14,r,1720303850251651.0,1720303852664915.0,7004,7493,1720303850255398.0,1720303852654926.0,489,low-pass,0.2,0.1,False,next_label_timestamp,data/user_7/0/0_ring_0.bin,data/user_7/0/0_timestamp.txt
15,user_7,0,0,15,c,1720303852664915.0,1720303854816294.0,7493,7915,1720303852668238.0,1720303854764237.0,422,low-pass,0.2,0.1,False,next_label_timestamp,data/user_7/0/0_ring_0.bin,data/user_7/0/0_timestamp.txt
16,user_7,0,0,16,o,1720303854816294.0,1720303856901936.0,7915,8337,1720303854841990.0,1720303856870291.0,422,low-pass,0.2,0.1,False,next_label_timestamp,data/user_7/0/0_ring_0.bin,data/user_7/0/0_timestamp.txt
17,user_7,0,0,17,i,1720303856901936.0,1720303858863561.0,8337,8732,1720303856932112.0,1720303858855516.0,395,low-pass,0.2,0.1,False,next_label_timestamp,data/user_7/0/0_ring_0.bin,data/user_7/0/0_timestamp.txt
18,user_7,0,0,18,d,1720303858863561.0,1720303861791918.0,8732,9322,1720303858868352.0,1720303861778423.0,590,low-pass,0.2,0.1,False,next_label_timestamp,data/user_7/0/0_ring_0.bin,data/user_7/0/0_timestamp.txt
19,user_7,0,0,19,h,1720303861791918.0,1720303864181620.0,9322,9804,1720303861826325.0,1720303864169983.0,482,low-pass,0.2,0.1,False,next_label_timestamp,data/user_7/0/0_ring_0.bin,data/user_7/0/0_timestamp.txt
20,user_7,0,0,20,w,1720303864181620.0,1720303866537924.0,9804,10266,1720303864247634.0,1720303866454672.0,462,low-pass,0.2,0.1,False,next_label_timestamp,data/user_7/0/0_ring_0.bin,data/user_7/0/0_timestamp.txt
21,user_7,0,0,21,q,1720303866537924.0,1720303869265033.0,10266,10829,1720303866546262.0,1720303869260540.0,563,low-pass,0.2,0.1,False,next_label_timestamp,data/user_7/0/0_ring_0.bin,data/user_7/0/0_timestamp.txt
22,user_7,0,0,22,a,1720303869265033.0,1720303871816484.0,10829,11331,1720303869335466.0,1720303871769035.0,502,low-pass,0.2,0.1,False,next_label_timestamp,data/user_7/0/0_ring_0.bin,data/user_7/0/0_timestamp.txt
23,user_7,0,0,23,p,1720303871816484.0,1720303874113403.0,11331,11793,1720303871830621.0,1720303874078903.0,462,low-pass,0.2,0.1,False,next_label_timestamp,data/user_7/0/0_ring_0.bin,data/user_7/0/0_timestamp.txt
24,user_7,0,0,24,k,1720303874113403.0,1720303876765519.0,11793,12328,1720303874124842.0,1720303876758028.0,535,low-pass,0.2,0.1,False,next_label_timestamp,data/user_7/0/0_ring_0.bin,data/user_7/0/0_timestamp.txt
