segment_index,user,action,dataset_id,label_index,label,label_timestamp_us,next_label_timestamp_us,start_sample_index,stop_sample_index_exclusive,first_sample_timestamp_us,last_sample_timestamp_us,sample_count,gravity_removal_method,gravity_low_pass_cutoff_hz,gravity_madgwick_beta,is_last_label,segment_end_source,ring_source_path,label_source_path
0,user_19,0,0,1,l,1720292174670790.0,1720292179511679.0,5585,6568,1720292174671791.0,1720292179498406.0,983,low-pass,0.2,0.1,False,next_label_timestamp,data/user_19/0/0_ring_0.bin,data/user_19/0/0_timestamp.txt
1,user_19,0,0,2,t,1720292179511679.0,1720292184274216.0,6568,7513,1720292179512681.0,1720292184196821.0,945,low-pass,0.2,0.1,False,next_label_timestamp,data/user_19/0/0_ring_0.bin,data/user_19/0/0_timestamp.txt
2,user_19,0,0,3,f,1720292184274216.0,1720292187519604.0,7513,8175,1720292184275213.0,1720292187505394.0,662,low-pass,0.2,0.1,False,next_label_timestamp,data/user_19/0/0_ring_0.bin,data/user_19/0/0_timestamp.txt
3,user_19,0,0,4,j,1720292187519604.0,1720292190914726.0,8175,8859,1720292187520731.0,1720292190908964.0,684,low-pass,0.2,0.1,False,next_label_timestamp,data/user_19/0/0_ring_0.bin,data/user_19/0/0_timestamp.txt
4,user_19,0,0,5,b,1720292190914726.0,1720292193745678.0,8859,9422,1720292190970755.0,1720292193697362.0,563,low-pass,0.2,0.1,False,next_label_timestamp,data/user_19/0/0_ring_0.bin,data/user_19/0/0_timestamp.txt
5,user_19,0,0,6,x,1720292193745678.0,1720292196104175.0,9422,9903,1720292193775190.0,1720292196091665.0,481,low-pass,0.2,0.1,False,next_label_timestamp,data/user_19/0/0_ring_0.bin,data/user_19/0/0_timestamp.txt
6,user_19,0,0,7,e,1720292196104175.0,1720292198687015.0,9903,10425,1720292196107423.0,1720292198684867.0,522,low-pass,0.2,0.1,False,next_label_timestamp,data/user_19/0/0_ring_0.bin,data/user_19/0/0_timestamp.txt
7,user_19,0,0,8,u,1720292198687015.0,1720292200863025.0,10425,10848,1720292198699316.0,1720292200819511.0,423,low-pass,0.2,0.1,False,next_label_timestamp,data/user_19/0/0_ring_0.bin,data/user_19/0/0_timestamp.txt
8,user_19,0,0,9,n,1720292200863025.0,1720292202879303.0,10848,11256,1720292200866768.0,1720292202866346.0,408,low-pass,0.2,0.1,False,next_label_timestamp,data/user_19/0/0_ring_0.bin,data/user_19/0/0_timestamp.txt
9,user_19,0,0,10,m,1720292202879303.0,1720292204960408.0,11256,11672,1720292202881391.0,1720292204894379.0,416,low-pass,0.2,0.1,False,next_label_timestamp,data/user_19/0/0_ring_0.bin,data/user_19/0/0_timestamp.txt
10,user_19,0,0,11,g,1720292204960408.0,1720292207691056.0,11672,12233,1720292204971080.0,1720292207686181.0,561,low-pass,0.2,0.1,False,next_label_timestamp,data/user_19/0/0_ring_0.bin,data/user_19/0/0_timestamp.txt
11,user_19,0,0,12,z,1720292207691056.0,1720292209384864.0,12233,12569,1720292207700296.0,1720292209374745.0,336,low-pass,0.2,0.1,False,next_label_timestamp,data/user_19/0/0_ring_0.bin,data/user_19/0/0_timestamp.txt
12,user_19,0,0,13,y,1720292209384864.0,1720292211140389.0,12569,12917,1720292209388651.0,1720292211093509.0,348,low-pass,0.2,0.1,False,next_label_timestamp,data/user_19/0/0_ring_0.bin,data/user_19/0/0_timestamp.txt
13,user_19,0,0,14,r,1720292211140389.0,1720292212988021.0,12917,13292,1720292211170209.0,1720292212978093.0,375,low-pass,0.2,0.1,False,next_label_timestamp,data/user_19/0/0_ring_0.bin,data/user_19/0/0_timestamp.txt
14,user_19,0,0,16,o,1720292219240074.0,1720292223362078.0,14545,15368,1720292219272109.0,1720292223293497.0,823,low-pass,0.2,0.1,False,next_label_timestamp,data/user_19/0/0_ring_0.bin,data/user_19/0/0_timestamp.txt
15,user_19,0,0,17,i,1720292223362078.0,1720292227540426.0,15368,16212,1720292223371545.0,1720292227514487.0,844,low-pass,0.2,0.1,False,next_label_timestamp,data/user_19/0/0_ring_0.bin,data/user_19/0/0_timestamp.txt
16,user_19,0,0,18,d,1720292227540426.0,1720292230153814.0,16212,16734,1720292227564449.0,1720292230099310.0,522,low-pass,0.2,0.1,False,next_label_timestamp,data/user_19/0/0_ring_0.bin,data/user_19/0/0_timestamp.txt
17,user_19,0,0,19,h,1720292230153814.0,1720292232340017.0,16734,17176,1720292230176842.0,1720292232295938.0,442,low-pass,0.2,0.1,False,next_label_timestamp,data/user_19/0/0_ring_0.bin,data/user_19/0/0_timestamp.txt
18,user_19,0,0,20,w,1720292232340017.0,1720292234179912.0,17176,17550,1720292232374806.0,1720292234171697.0,374,low-pass,0.2,0.1,False,next_label_timestamp,data/user_19/0/0_ring_0.bin,data/user_19/0/0_timestamp.txt
19,user_19,0,0,21,q,1720292234179912.0,1720292236049641.0,17550,17920,1720292234185870.0,1720292235999504.0,370,low-pass,0.2,0.1,False,next_label_timestamp,data/user_19/0/0_ring_0.bin,data/user_19/0/0_timestamp.txt
20,user_19,0,0,22,a,1720292236049641.0,1720292238344915.0,17920,18382,1720292236074430.0,1720292238306946.0,462,low-pass,0.2,0.1,False,next_label_timestamp,data/user_19/0/0_ring_0.bin,data/user_19/0/0_timestamp.txt
21,user_19,0,0,23,p,1720292238344915.0,1720292240571934.0,18382,18830,1720292238368615.0,1720292240566994.0,448,low-pass,0.2,0.1,False,next_label_timestamp,data/user_19/0/0_ring_0.bin,data/user_19/0/0_timestamp.txt
22,user_19,0,0,24,k,1720292240571934.0,1720292242336814.0,18830,19185,1720292240584332.0,1720292242296667.0,355,low-pass,0.2,0.1,False,next_label_timestamp,data/user_19/0/0_ring_0.bin,data/user_19/0/0_timestamp.txt
