timestep,true_class,competitor_class,evidence_true,evidence_competitor,mem_beta1_true,mem_beta1_competitor,spike_beta1_true,spike_beta1_competitor,mem_beta05_true,mem_beta05_competitor,spike_beta05_true,spike_beta05_competitor,cumulative_evidence_true,cumulative_evidence_competitor,cumulative_spike_beta1_true,cumulative_spike_beta05_true
47,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
57,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
58,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
59,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
61,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
62,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
63,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
64,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
65,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,1,0,0.012009387552055929,0.07258409078356702,0.012009387552055929,0.07258409078356702,0.0,0.0,0.012009387552055929,0.07258409078356702,0.0,0.0,0.012009387552055929,0.07258409078356702,0.0,0.0
67,1,0,-0.03405826242070613,0.022176283474609614,-0.0220488748686502,0.09476037425817663,0.0,0.0,-0.028053568644678166,0.058468328866393124,0.0,0.0,-0.0220488748686502,0.09476037425817663,0.0,0.0
68,1,0,0.058620609381330034,-0.007572466320035629,0.03657173451267984,0.087187907938141,0.0,0.0,0.044593825058990955,0.021661698113160932,0.0,0.0,0.03657173451267984,0.087187907938141,0.0,0.0
69,1,0,0.09307240219493844,0.12792291341508302,0.12964413670761826,0.215110821353224,0.0,0.0,0.11536931472443392,0.1387537624716635,0.0,0.0,0.12964413670761826,0.215110821353224,0.0,0.0
70,1,0,-0.050310939363100195,-0.028491361789595486,0.07933319734451807,0.18661945956362852,0.0,0.0,0.007373717999116763,0.04088551944623626,0.0,0.0,0.07933319734451807,0.18661945956362852,0.0,0.0
71,1,0,0.2400647507320956,0.09851295842801457,0.3193979480766137,0.2851324179916431,0.0,0.0,0.243751609731654,0.11895571815113269,0.0,0.0,0.3193979480766137,0.2851324179916431,0.0,0.0
72,1,0,-0.040539002875031115,0.14164436522265716,0.2788589452015826,0.42677678321430024,0.0,0.0,0.08133680199079588,0.20112222429822352,0.0,0.0,0.2788589452015826,0.42677678321430024,0.0,0.0
73,1,0,0.0987609610213648,0.12831635688011025,0.3776199062229474,0.055093140094410464,0.0,1.0,0.13942936201676273,0.228877469029222,0.0,0.0,0.3776199062229474,0.5550931400944105,0.0,0.0
74,1,0,0.058762310049473944,0.4214564205735541,0.43638221627242135,0.47654956066796456,0.0,0.0,0.12847699105785532,0.0358951550881651,0.0,1.0,0.43638221627242135,0.9765495606679646,0.0,0.0
75,1,0,0.08569939583548061,0.15796348798881768,0.022081612107901938,0.13451304865678226,1.0,1.0,0.14993789136440827,0.17591106553290023,0.0,0.0,0.5220816121079019,1.1345130486567823,1.0,0.0
76,1,0,0.0987609610213648,0.12831635688011025,0.12084257312926673,0.2628294055368925,0.0,0.0,0.17372990670356891,0.21627188964656036,0.0,0.0,0.6208425731292667,1.2628294055368925,1.0,0.0
77,1,0,0.09307240219493844,0.12792291341508302,0.21391497532420517,0.3907523189519755,0.0,0.0,0.1799373555467229,0.2360588582383632,0.0,0.0,0.7139149753242051,1.3907523189519755,1.0,0.0
78,1,0,0.06610916692360878,0.24258865416907574,0.28002414224781397,0.1333409731210512,0.0,1.0,0.15607784469697022,0.36061808328825734,0.0,0.0,0.7800241422478139,1.6333409731210513,1.0,0.0
79,1,0,-0.009200377807056783,-0.08133286247465155,0.2708237644407572,0.05200811064639965,0.0,0.0,0.06883854454142833,0.09897617916947712,0.0,0.0,0.7708237644407572,1.5520081106463999,1.0,0.0
80,1,0,0.09908166824548532,0.128940999516822,0.3699054326862425,0.18094911016322165,0.0,0.0,0.13350094051619948,0.17842908910156058,0.0,0.0,0.8699054326862425,1.680949110163222,1.0,0.0
81,1,0,0.09415816329376803,0.21939428459272714,0.4640635959800105,0.4003433947559488,0.0,0.0,0.16090863355186777,0.3086088291435074,0.0,0.0,0.9640635959800106,1.9003433947559492,1.0,0.0
82,1,0,0.058620609381330034,-0.007572466320035629,0.022684205361340526,0.3927709284359132,1.0,0.0,0.1390749261572639,0.14673194825171806,0.0,0.0,1.0226842053613405,1.8927709284359135,2.0,0.0
83,1,0,0.0987609610213648,0.12831635688011025,0.12144516638270532,0.02108728531602344,0.0,1.0,0.16829842409999674,0.20168233100596927,0.0,0.0,1.1214451663827054,2.0210872853160238,2.0,0.0
84,1,0,0.058620609381330034,-0.007572466320035629,0.18006577576403535,0.013514818995987811,0.0,0.0,0.1427698214313284,0.09326869918294901,0.0,0.0,1.1800657757640354,2.013514818995988,2.0,0.0
85,1,0,0.12080983589001498,0.03355598262193361,0.3008756116540503,0.04707080161792142,0.0,0.0,0.1921947466056792,0.08019033221340811,0.0,0.0,1.3008756116540503,2.047070801617922,2.0,0.0
86,1,0,0.012009387552055929,0.07258409078356702,0.31288499920610624,0.11965489240148844,0.0,0.0,0.10810676085489553,0.11267925689027108,0.0,0.0,1.3128849992061062,2.119654892401489,2.0,0.0
87,1,0,0.0466112218292741,-0.08015655710360264,0.35949622103538037,0.039498335297885795,0.0,0.0,0.10066460225672186,-0.0238169286584671,0.0,0.0,1.3594962210353803,2.0394983352978864,2.0,0.0
88,1,0,0.012009387552055929,0.07258409078356702,0.3715056085874363,0.11208242608145282,0.0,0.0,0.062341688680416854,0.06067562645433347,0.0,0.0,1.3715056085874362,2.1120824260814532,2.0,0.0
89,1,0,0.0466112218292741,-0.08015655710360264,0.41811683041671044,0.03192586897785017,0.0,0.0,0.07778206616948252,-0.04981874387643591,0.0,0.0,1.4181168304167102,2.0319258689778508,2.0,0.0
90,1,0,0.012009387552055929,0.07258409078356702,0.4301262179687664,0.10450995976141719,0.0,0.0,0.050900420636797186,0.047674718845349066,0.0,0.0,1.4301262179687662,2.1045099597614176,2.0,0.0
91,1,0,0.0466112218292741,-0.08015655710360264,0.4767374397980405,0.02435340265781455,0.0,0.0,0.07206143214767269,-0.05631919768092811,0.0,0.0,1.4767374397980402,2.024353402657815,2.0,0.0
92,1,0,0.0,0.0,0.4767374397980405,0.02435340265781455,0.0,0.0,0.036030716073836344,-0.028159598840464053,0.0,0.0,1.4767374397980402,2.024353402657815,2.0,0.0
93,1,0,0.0,0.0,0.4767374397980405,0.02435340265781455,0.0,0.0,0.018015358036918172,-0.014079799420232027,0.0,0.0,1.4767374397980402,2.024353402657815,2.0,0.0
94,1,0,0.058620609381330034,-0.007572466320035629,0.035358049179370576,0.01678093633777892,1.0,0.0,0.06762828839978913,-0.014612366030151643,0.0,0.0,1.5353580491793701,2.0167809363377796,3.0,0.0
95,1,0,0.0,0.0,0.035358049179370576,0.01678093633777892,0.0,0.0,0.033814144199894564,-0.007306183015075822,0.0,0.0,1.5353580491793701,2.0167809363377796,3.0,0.0
96,1,0,0.0,0.0,0.035358049179370576,0.01678093633777892,0.0,0.0,0.016907072099947282,-0.003653091507537911,0.0,0.0,1.5353580491793701,2.0167809363377796,3.0,0.0
97,1,0,0.0,0.0,0.035358049179370576,0.01678093633777892,0.0,0.0,0.008453536049973641,-0.0018265457537689554,0.0,0.0,1.5353580491793701,2.0167809363377796,3.0,0.0
98,1,0,0.0,0.0,0.035358049179370576,0.01678093633777892,0.0,0.0,0.0042267680249868204,-0.0009132728768844777,0.0,0.0,1.5353580491793701,2.0167809363377796,3.0,0.0
99,1,0,0.0,0.0,0.035358049179370576,0.01678093633777892,0.0,0.0,0.0021133840124934102,-0.00045663643844223885,0.0,0.0,1.5353580491793701,2.0167809363377796,3.0,0.0
100,1,0,0.0,0.0,0.035358049179370576,0.01678093633777892,0.0,0.0,0.0010566920062467051,-0.00022831821922111943,0.0,0.0,1.5353580491793701,2.0167809363377796,3.0,0.0
101,1,0,0.0,0.0,0.035358049179370576,0.01678093633777892,0.0,0.0,0.0005283460031233526,-0.00011415910961055971,0.0,0.0,1.5353580491793701,2.0167809363377796,3.0,0.0
102,1,0,0.0,0.0,0.035358049179370576,0.01678093633777892,0.0,0.0,0.0002641730015616763,-5.7079554805279856e-05,0.0,0.0,1.5353580491793701,2.0167809363377796,3.0,0.0
103,1,0,0.0,0.0,0.035358049179370576,0.01678093633777892,0.0,0.0,0.00013208650078083814,-2.8539777402639928e-05,0.0,0.0,1.5353580491793701,2.0167809363377796,3.0,0.0
104,1,0,0.0,0.0,0.035358049179370576,0.01678093633777892,0.0,0.0,6.604325039041907e-05,-1.4269888701319964e-05,0.0,0.0,1.5353580491793701,2.0167809363377796,3.0,0.0
105,1,0,0.0,0.0,0.035358049179370576,0.01678093633777892,0.0,0.0,3.3021625195209535e-05,-7.134944350659982e-06,0.0,0.0,1.5353580491793701,2.0167809363377796,3.0,0.0
106,1,0,0.0,0.0,0.035358049179370576,0.01678093633777892,0.0,0.0,1.6510812597604767e-05,-3.567472175329991e-06,0.0,0.0,1.5353580491793701,2.0167809363377796,3.0,0.0
107,1,0,0.0,0.0,0.035358049179370576,0.01678093633777892,0.0,0.0,8.255406298802384e-06,-1.7837360876649955e-06,0.0,0.0,1.5353580491793701,2.0167809363377796,3.0,0.0
108,1,0,0.0,0.0,0.035358049179370576,0.01678093633777892,0.0,0.0,4.127703149401192e-06,-8.918680438324978e-07,0.0,0.0,1.5353580491793701,2.0167809363377796,3.0,0.0
109,1,0,0.0,0.0,0.035358049179370576,0.01678093633777892,0.0,0.0,2.063851574700596e-06,-4.459340219162489e-07,0.0,0.0,1.5353580491793701,2.0167809363377796,3.0,0.0
110,1,0,0.012009387552055929,0.07258409078356702,0.0473674367314265,0.08936502712134595,0.0,0.0,0.012010419477843278,0.07258386781655607,0.0,0.0,1.547367436731426,2.0893650271213464,3.0,0.0
111,1,0,-0.03405826242070613,0.022176283474609614,0.013309174310720373,0.11154131059595557,0.0,0.0,-0.02805305268178449,0.05846821738288765,0.0,0.0,1.5133091743107199,2.111541310595956,3.0,0.0
112,1,0,0.012009387552055929,0.07258409078356702,0.0253185618627763,0.1841254013795226,0.0,0.0,-0.0020171387888363156,0.10181819947501085,0.0,0.0,1.5253185618627758,2.184125401379523,3.0,0.0
113,1,0,0.20530524509459816,-0.04710205612449788,0.23062380695737447,0.13702334525502471,0.0,0.0,0.20429667570018,0.0038070436130075436,0.0,0.0,1.730623806957374,2.137023345255025,3.0,0.0
114,1,0,-0.03405826242070613,0.022176283474609614,0.19656554453666836,0.15919962872963433,0.0,0.0,0.06809007542938388,0.024079805281113385,0.0,0.0,1.6965655445366679,2.1591996287296347,3.0,0.0
115,1,0,0.18297582368010223,-0.09517344630080879,0.3795413682167706,0.06402618242882555,0.0,0.0,0.21702086139479418,-0.0831335436602521,0.0,0.0,1.87954136821677,2.064026182428826,3.0,0.0
116,1,0,0.058620609381330034,-0.007572466320035629,0.4381619775981006,0.056453716108789916,0.0,0.0,0.16713104007872712,-0.049139238150161677,0.0,0.0,1.9381619775981,2.0564537161087904,3.0,0.0
117,1,0,0.1084836739416402,0.03279264721911814,0.04664565153974076,0.08924636332790806,1.0,0.0,0.19204919398100376,0.008223028144037303,0.0,0.0,2.04664565153974,2.0892463633279084,4.0,0.0
118,1,0,0.011796319427765168,-0.07386201484055371,0.05844197096750593,0.015384348487354343,0.0,0.0,0.10782091641826705,-0.06975050076853506,0.0,0.0,2.0584419709675053,2.0153843484873546,4.0,0.0
119,1,0,0.22980011363366712,-0.028883897780290713,0.28824208460117307,-0.01349954929293637,0.0,0.0,0.28371057184280063,-0.06375914816455824,0.0,0.0,2.288242084601172,1.9865004507070638,4.0,0.0
120,1,0,0.032604015705885094,-0.20388621799860857,0.3208461003070582,-0.21738576729154493,0.0,0.0,0.1744593016272854,-0.2357657920808877,0.0,0.0,2.3208461003070573,1.7826142327084553,4.0,0.0
121,1,0,0.030108129386452555,-0.005353419599413374,0.35095422969351076,-0.2227391868909583,0.0,0.0,0.11733778020009525,-0.12323631563985722,0.0,0.0,2.3509542296935098,1.777260813109042,4.0,0.0
122,1,0,0.3678465551812751,0.0658738686416343,0.21880078487478594,-0.156865318249324,1.0,0.0,0.42651544528132274,0.004255710821705692,0.0,0.0,2.718800784874785,1.8431346817506762,5.0,0.0
123,1,0,0.05309358757144479,-0.1047639346791379,0.2718943724462307,-0.2616292529284619,0.0,0.0,0.2663513102121062,-0.10263607926828505,0.0,0.0,2.77189437244623,1.7383707470715384,5.0,0.0
124,1,0,0.15626398085997767,-0.08241975659930711,0.4281583533062084,-0.344049009527769,0.0,0.0,0.28943963596603073,-0.13373779623344964,0.0,0.0,2.9281583533062077,1.6559509904722312,5.0,0.0
125,1,0,0.16535647063738065,-0.09425651592821849,0.09351482394358901,-0.4383055254559875,1.0,0.0,0.31007628862039605,-0.1611254140449433,0.0,0.0,3.0935148239435883,1.5616944745440127,6.0,0.0
126,1,0,0.19090330607603528,-0.14994983636110412,0.2844181300196243,-0.5882553618170916,0.0,0.0,0.3459414503862333,-0.23051254338357577,0.0,0.0,3.2844181300196236,1.4117446381829086,6.0,0.0
127,1,0,-0.059191061707568916,-0.185345590823722,0.22522706831205538,-0.7736009526408136,0.0,0.0,0.11377966348554774,-0.3006018625155099,0.0,0.0,3.2252270683120545,1.2263990473591866,6.0,0.0
128,1,0,0.26065130381316787,-0.04691724087668859,0.4858783721252232,-0.8205181935175022,0.0,0.0,0.31754113555594177,-0.19721817213444354,0.0,0.0,3.4858783721252222,1.179481806482498,6.0,0.0
129,1,0,-0.05151039652487173,-0.08218809249519994,0.4343679756003515,-0.9027062860127022,0.0,0.0,0.10726017125309915,-0.18079717856242172,0.0,0.0,3.4343679756003507,1.097293713987298,6.0,0.0
130,1,0,0.29858645199668266,-0.10098404857108803,0.2329544275970341,-1.0036903345837902,1.0,0.0,0.35221653762323224,-0.1913826378522989,0.0,0.0,3.732954427597033,0.99630966541621,7.0,0.0
131,1,0,0.05452427288085922,-0.019941085949929084,0.2874787004778933,-1.0236314205337194,0.0,0.0,0.23063254169247532,-0.11563240487607854,0.0,0.0,3.7874787004778923,0.976368579466281,7.0,0.0
132,1,0,0.07207526373529614,-0.04037452348162834,0.35955396421318947,-1.0640059440153478,0.0,0.0,0.1873915345815338,-0.0981907259196676,0.0,0.0,3.8595539642131884,0.9359940559846527,7.0,0.0
133,1,0,0.07341948478499047,-0.07735058851714137,0.4329734489981799,-1.141356532532489,0.0,0.0,0.16711525207575736,-0.12644595147697518,0.0,0.0,3.9329734489981787,0.8586434674675113,7.0,0.0
134,1,0,0.15869402326532406,0.03305450097910477,0.09166747226350402,-1.1083020315533842,1.0,0.0,0.24225164930320275,-0.03016847475938282,0.0,0.0,4.091667472263503,0.8916979684466161,8.0,0.0
135,1,0,0.14873257347292573,-0.05534754044371267,0.24040004573642976,-1.163649571997097,0.0,0.0,0.2698583981245271,-0.07043177782340408,0.0,0.0,4.240400045736429,0.8363504280029034,8.0,0.0
136,1,0,0.020531648908352747,-0.038596247844188504,0.2609316946447825,-1.2022458198412855,0.0,0.0,0.1554608479706163,-0.07381213675589055,0.0,0.0,4.260931694644782,0.7977541801587149,8.0,0.0
137,1,0,0.17922554178186423,-0.0386357302216201,0.4401572364266467,-1.2408815500629056,0.0,0.0,0.2569559657671724,-0.07554179859956536,0.0,0.0,4.440157236426646,0.7591184499370948,8.0,0.0
138,1,0,0.21528238931971072,-0.12368563258483571,0.1554396257463575,-1.3645671826477412,1.0,0.0,0.3437603722032969,-0.1614565318846184,0.0,0.0,4.655439625746357,0.6354328173522591,9.0,0.0
139,1,0,-0.07460937197797199,-0.0008449336771660844,0.08083025376838551,-1.3654121163249073,0.0,0.0,0.09727081412367647,-0.08157319961947528,0.0,0.0,4.580830253768386,0.634587883675093,9.0,0.0
140,1,0,0.23293529388802503,-0.024170186340298227,0.3137655476564105,-1.3895823026652057,0.0,0.0,0.28157070094986325,-0.06495678615003586,0.0,0.0,4.813765547656411,0.6104176973347948,9.0,0.0
141,1,0,0.08942541431986652,-0.14699867451570084,0.403190961976277,-1.5365809771809065,0.0,0.0,0.23021076479479813,-0.17947706759071877,0.0,0.0,4.903190961976278,0.463419022819094,9.0,0.0
142,1,0,0.15765064115194444,-0.036173466550587126,0.06084160312822151,-1.5727544437314935,1.0,0.0,0.2727560235493435,-0.12591200034594652,0.0,0.0,5.060841603128222,0.42724555626850685,10.0,0.0
143,1,0,0.10305407193790986,0.02246415698665115,0.16389567506613137,-1.5502902867448425,0.0,0.0,0.2394320837125816,-0.04049184318632211,0.0,0.0,5.163895675066132,0.449709713255158,10.0,0.0
144,1,0,0.09930725661796186,-0.1462391369390629,0.26320293168409326,-1.6965294236839055,0.0,0.0,0.21902329847425267,-0.16648505853222395,0.0,0.0,5.263202931684094,0.3034705763160951,10.0,0.0
145,1,0,0.15869402326532406,0.03305450097910477,0.4218969549494173,-1.6634749227048007,0.0,0.0,0.2682056725024504,-0.050188028287007205,0.0,0.0,5.4218969549494185,0.33652507729519987,10.0,0.0
146,1,0,0.15267910953707672,-0.10187591869097157,0.07457606448649401,-1.7653508413957724,1.0,0.0,0.28678194578830196,-0.12696993283447516,0.0,0.0,5.574576064486495,0.2346491586042283,11.0,0.0
147,1,0,-0.007184361016790109,-0.01584919330779814,0.0673917034697039,-1.7812000347035706,0.0,0.0,0.13620661187736088,-0.07933415972503571,0.0,0.0,5.5673917034697045,0.21879996529643017,11.0,0.0
148,1,0,0.15267910953707672,-0.10187591869097157,0.2200708130067806,-1.8830759533945423,0.0,0.0,0.22078241547575717,-0.14154299855348942,0.0,0.0,5.720070813006781,0.1169240466054586,11.0,0.0
149,1,0,0.060539186609106566,0.11498933372014725,0.2806099996158872,-1.768086619674395,0.0,0.0,0.17093039434698515,0.044217834443402534,0.0,0.0,5.780609999615887,0.23191338032560585,11.0,0.0
150,1,0,0.15267910953707672,-0.10187591869097157,0.4332891091529639,-1.8699625383653666,0.0,0.0,0.2381443067105693,-0.0797670014692703,0.0,0.0,5.933289109152963,0.13003746163463428,11.0,0.0
151,1,0,0.0,0.0,0.4332891091529639,-1.8699625383653666,0.0,0.0,0.11907215335528465,-0.03988350073463515,0.0,0.0,5.933289109152963,0.13003746163463428,11.0,0.0
152,1,0,0.012009387552055929,0.07258409078356702,0.44529849670501986,-1.7973784475817995,0.0,0.0,0.07154546422969825,0.05264234041624945,0.0,0.0,5.9452984967050195,0.2026215524182013,11.0,0.0
153,1,0,0.09815483665621749,-0.08193483274104248,0.043453333361237356,-1.879313280322842,1.0,0.0,0.13392756877106662,-0.05561366253291775,0.0,0.0,6.043453333361237,0.12068671967715881,12.0,0.0
154,1,0,0.05452427288085922,-0.019941085949929084,0.09797760624209657,-1.8992543662727712,0.0,0.0,0.12148805726639253,-0.047747917216387964,0.0,0.0,6.097977606242096,0.10074563372722972,12.0,0.0
155,1,0,0.0,0.0,0.09797760624209657,-1.8992543662727712,0.0,0.0,0.060744028633196265,-0.023873958608193982,0.0,0.0,6.097977606242096,0.10074563372722972,12.0,0.0
156,1,0,0.15869402326532406,0.03305450097910477,0.2566716295074206,-1.8661998652936664,0.0,0.0,0.1890660375819222,0.02111752167500778,0.0,0.0,6.25667162950742,0.1338001347063345,12.0,0.0
157,1,0,0.05452427288085922,-0.019941085949929084,0.3111959023882798,-1.8861409512435956,0.0,0.0,0.1490572916718203,-0.009382325112425195,0.0,0.0,6.311195902388279,0.11385904875640543,12.0,0.0
158,1,0,0.18569963752210367,-0.05936783612693573,0.4968955399103835,-1.9455087873705312,0.0,0.0,0.26022828335801385,-0.06405899868314834,0.0,0.0,6.496895539910383,0.054491212629469696,12.0,0.0
159,1,0,0.02648092418840044,0.13716561719475687,0.02337646409878391,-1.8083431701757744,1.0,0.0,0.15659506586740737,0.10513611785318269,0.0,0.0,6.523376464098784,0.19165682982422655,13.0,0.0
